,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,2 Round 2 UdoTan ban Round 3 yoman ban,2 Round 6 UdoTan Papi Kr1stal Round 10 UdoTan Papi Kr1stal,,,,,,,,57,1,0
t3xture GEN,,1 Round 7 yoman ban,3 Round 2 yoman Papi Kr1stal Round 9 Kr1stal yoman ban Round 12 UdoTan Papi ban,,,1 Round 12 ban,,,,,49,0,0
Foxy9 GEN,,6 Round 3 UdoTan Papi Round 11 Papi yoman Round 12 Kr1stal yoman Round 13 Papi ban Round 15 Kr1stal UdoTan Round 16 Kr1stal Papi,,,,,,,,,63,1,0
Ash GEN,,3 Round 1 UdoTan ban Round 4 ban UdoTan Round 15 yoman Papi,2 Round 11 t3xture UdoTan ban Round 14 Kr1stal ban UdoTan,,,1 Round 11 ban,,,,,75,7,0
Karon GEN,,3 Round 4 yoman Kr1stal Round 9 Papi UdoTan Round 16 UdoTan ban,,,,1 Round 6 ban,,,,,68,2,0
UdoTan GE,,1 Round 11 Karon Munchkin,,,,,,,,,42,0,0
ban GE,,2 Round 3 t3xture Ash Round 12 Foxy9 Karon,1 Round 6 Foxy9 t3xture Ash,,,,,,,,51,0,0
Kr1stal GE,,4 Round 4 t3xture Foxy9 Round 8 Foxy9 Karon Round 9 Munchkin Karon Round 15 t3xture Ash,,,,,,,,,62,0,0
Papi GE,,,,,,,,,,,32,1,0
yoman GE,,1 Round 14 Foxy9 Karon,1 Round 13 Munchkin Karon Ash,,,1 Round 14 Karon,,,,,43,0,0
