,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,3 Round 8 UdoTan Papi Round 13 Kr1stal Papi Round 16 Kr1stal yoman,1 Round 12 Papi UdoTan ban,,,,,,,,52,2,0
t3xture GEN,,1 Round 15 Papi yoman,,1 Round 5 ban UdoTan yoman Papi,,,,,,,82,0,1
Foxy9 GEN,,2 Round 13 ban yoman Round 18 ban Kr1stal,2 Round 4 Kr1stal ban UdoTan Round 11 Kr1stal ban yoman,,,,,1 Round 11 yoman ban Kr1stal,,,63,2,0
Ash GEN,,3 Round 1 UdoTan ban Round 6 Kr1stal ban Round 18 Papi yoman,1 Round 8 yoman Kr1stal ban,,,,,,,,43,6,1
Karon GEN,,1 Round 7 ban UdoTan,2 Round 3 UdoTan Papi ban Round 9 Kr1stal yoman UdoTan,1 Round 20 Papi UdoTan ban Kr1stal,,,,,,,68,0,0
UdoTan GE,,,2 Round 2 Munchkin Karon Ash Round 13 Foxy9 Karon t3xture,,,,,,,,46,1,0
ban GE,,5 Round 2 Foxy9 t3xture Round 6 Munchkin Karon Round 8 t3xture Foxy9 Round 19 Foxy9 Munchkin Round 20 t3xture Ash,1 Round 14 Foxy9 Ash t3xture,1 Round 15 Ash Karon t3xture Munchkin,,,,,,,61,0,0
Kr1stal GE,,3 Round 11 Munchkin Ash Round 17 Ash Foxy9 Round 18 Ash t3xture,,,,,,,,,46,2,0
Papi GE,,,1 Round 1 Munchkin Foxy9 Karon,,,,1 Round 1 Karon Foxy9,,,,24,2,2
yoman GE,,1 Round 1 t3xture Ash,,1 Round 6 Foxy9 Karon Ash t3xture,,,,,,,39,1,0
