Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Corrode,1,"""1-0""",C9,Attackers,Elimination
1Corrode,2,"""2-0""",C9,Attackers,Spike Detonation
1Corrode,3,"""3-0""",C9,Attackers,Elimination
1Corrode,4,"""4-0""",C9,Attackers,Elimination
1Corrode,5,"""5-0""",C9,Attackers,Spike Detonation
1Corrode,6,"""5-1""",SEN,Defenders,Defuse
1Corrode,7,"""5-2""",SEN,Defenders,Elimination
1Corrode,8,"""5-3""",SEN,Defenders,Time Expired
1Corrode,9,"""5-4""",SEN,Defenders,Elimination
1Corrode,10,"""5-5""",SEN,Defenders,Time Expired
1Corrode,11,"""6-5""",C9,Attackers,Elimination
1Corrode,12,"""7-5""",C9,Attackers,Elimination
1Corrode,13,"""7-6""",C9,Attackers,Elimination
1Corrode,14,"""7-7""",C9,Attackers,Elimination
1Corrode,15,"""8-7""",SEN,Defenders,Defuse
1Corrode,16,"""8-8""",C9,Attackers,Elimination
1Corrode,17,"""8-9""",C9,Attackers,Spike Detonation
1Corrode,18,"""9-9""",SEN,Defenders,Time Expired
1Corrode,19,"""10-9""",SEN,Defenders,Time Expired
1Corrode,20,"""11-9""",SEN,Defenders,Time Expired
1Corrode,21,"""11-10""",C9,Attackers,Spike Detonation
1Corrode,22,"""12-10""",SEN,Defenders,Defuse
1Corrode,23,"""13-10""",SEN,Defenders,Elimination
1Corrode,24,"""""",,,
