,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,3 Round 6 rich liazzi Round 14 mazin artzin Round 17 rich artzin,1 Round 16 rich artzin mazin,,,,,1 Round 16 rich artzin mazin,,,53,0,1
saadhak LOUD,,6 Round 3 rich liazzi Round 7 mazin rich Round 10 Palla artzin Round 13 artzin rich Round 14 rich Palla Round 20 mazin liazzi,,,,,1 Round 20 mazin liazzi,,,,71,4,1
tuyz LOUD,,2 Round 5 rich Palla Round 7 Palla artzin,1 Round 2 rich mazin Palla,,1 Round 4 rich Palla mazin liazzi artzin,,,,,,63,0,1
cauanzin LOUD,,2 Round 1 Palla rich Round 8 artzin mazin,1 Round 12 Palla rich artzin,,,,,,,,51,1,1
Less LOUD,,5 Round 9 Palla rich Round 10 rich liazzi Round 11 Palla artzin Round 17 liazzi mazin Round 20 rich artzin,,,,,,,,,51,1,1
liazzi MIBR,,1 Round 5 tuyz pANcada,2 Round 15 pANcada saadhak Less Round 20 tuyz cauanzin Less,,,1 Round 12 pANcada,,,,,46,3,1
artzin MIBR,,1 Round 18 saadhak tuyz,,,,,,,,,53,1,0
mazin MIBR,,3 Round 7 cauanzin Less Round 8 saadhak tuyz Round 12 Less cauanzin,1 Round 9 cauanzin pANcada Less,,,1 Round 9 Less,1 Round 10 Less tuyz,,,,64,3,1
rich MIBR,,,1 Round 19 Less pANcada cauanzin,,,,,,,,51,2,0
Palla MIBR,,2 Round 3 saadhak pANcada Round 17 tuyz saadhak,,,,,,,,,33,0,0
