,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,1 Round 8 Akame gyen,1 Round 2 Meiy Jinboong SSeeS,,,,,,,,34,1,0
Killua TLN,,4 Round 1 SSeeS Jinboong Round 2 Akame gyen Round 8 Jinboong Meiy Round 9 Akame Meiy,2 Round 4 Jinboong Meiy gyen Round 22 SSeeS gyen Meiy,,,,1 Round 9 Jinboong Meiy,,,,69,1,1
JitBoyS TLN,,1 Round 5 Meiy Akame,2 Round 10 SSeeS Jinboong Akame Round 16 Jinboong Meiy SSeeS,,,,,,,,38,0,0
primmie TLN,,2 Round 6 gyen SSeeS Round 16 gyen Akame,1 Round 9 gyen SSeeS Jinboong,1 Round 21 gyen Jinboong Akame Meiy,,2 Round 4 Akame Round 21 Meiy,,,,,52,3,2
thyy TLN,,2 Round 1 gyen Meiy Round 10 gyen Meiy,1 Round 19 Meiy Akame SSeeS,,,,,1 Round 19 Akame SSeeS Meiy,,,38,0,0
Jinboong DFM,,2 Round 1 JitBoyS thyy Round 21 thyy Crws,,,,1 Round 22 Killua,,,,,46,5,2
Meiy DFM,,5 Round 6 Crws primmie Round 8 Crws thyy Round 12 Killua thyy Round 15 primmie Crws Round 17 primmie JitBoyS,3 Round 9 Crws thyy primmie Round 18 primmie Killua JitBoyS Round 22 thyy JitBoyS Crws,,,,,,,,74,0,1
Akame DFM,,7 Round 2 thyy Crws Round 4 Killua JitBoyS Round 5 thyy Crws Round 14 primmie thyy Round 15 JitBoyS thyy Round 18 thyy Crws Round 19 JitBoyS Killua,1 Round 17 Crws thyy Killua,,,,,,,,62,2,0
SSeeS DFM,,1 Round 3 thyy primmie,2 Round 5 primmie Killua JitBoyS Round 14 Crws JitBoyS Killua,,,1 Round 5 JitBoyS,,,,,33,1,0
gyen DFM,,3 Round 6 Killua thyy Round 16 Killua thyy Round 20 Killua thyy,1 Round 12 JitBoyS primmie Crws,,,,,,,,55,1,0
