,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
nobody EDG,,6 Round 5 Sylvan iZu Round 7 iZu stax Round 14 BuZz iZu Round 22 Meteor BuZz Round 23 Meteor BuZz Round 25 Meteor iZu,,,,,,,,,60,2,0
ZmjjKK EDG,,5 Round 4 iZu Meteor Round 9 stax Sylvan Round 13 BuZz Sylvan Round 14 stax Meteor Round 19 Sylvan Meteor,1 Round 26 iZu BuZz stax,,,,,,,,54,1,2
Smoggy EDG,,3 Round 7 Sylvan BuZz Round 13 iZu Meteor Round 19 stax BuZz,,1 Round 24 Meteor BuZz iZu Sylvan,,1 Round 13 Meteor,,,,,46,2,1
S1Mon EDG,,1 Round 5 stax Meteor,1 Round 2 Sylvan BuZz iZu,,,,,,,,38,5,0
CHICHOO EDG,,4 Round 1 Sylvan stax Round 3 Sylvan BuZz Round 16 Sylvan BuZz Round 20 Meteor BuZz,1 Round 8 Meteor BuZz Sylvan,,,1 Round 2 stax,2 Round 8 Sylvan BuZz Round 17 Sylvan iZu,,,,39,0,1
stax T1,,5 Round 2 Smoggy S1Mon Round 4 ZmjjKK nobody Round 12 ZmjjKK Smoggy Round 18 CHICHOO S1Mon Round 20 nobody CHICHOO stax,1 Round 3 ZmjjKK nobody CHICHOO,,,1 Round 22 S1Mon,,,,,62,7,1
BuZz T1,,5 Round 3 Smoggy S1Mon Round 8 ZmjjKK S1Mon Round 16 Smoggy S1Mon Round 19 S1Mon CHICHOO Round 23 CHICHOO ZmjjKK,1 Round 15 CHICHOO Smoggy S1Mon,1 Round 9 Smoggy CHICHOO S1Mon nobody,,,,,,,43,1,1
Sylvan T1,,3 Round 11 ZmjjKK S1Mon Round 12 CHICHOO S1Mon Round 13 S1Mon nobody,1 Round 17 Smoggy ZmjjKK CHICHOO,,,,,,,,45,2,0
Meteor T1,,3 Round 13 CHICHOO ZmjjKK Round 21 S1Mon nobody Round 23 S1Mon Smoggy,2 Round 10 Smoggy S1Mon CHICHOO Round 20 Smoggy ZmjjKK S1Mon,,,,,,,,53,0,0
iZu T1,,5 Round 6 Smoggy S1Mon Round 11 CHICHOO nobody Round 16 nobody CHICHOO Round 18 Smoggy ZmjjKK Round 22 nobody ZmjjKK,,,,1 Round 16 CHICHOO,,,,,64,0,0
