,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
purp0 GX,,2 Round 6 crashies Alfajer Round 21 Chronicle Alfajer,,,,,,,,,43,2,0
Cloud GX,,5 Round 10 Chronicle Alfajer Round 13 Alfajer crashies Round 17 Alfajer kaajak Round 22 Chronicle kaajak Round 23 kaajak Boaster,,,,,,,,,53,3,0
Flickless GX,,3 Round 3 Alfajer Boaster Round 14 Boaster Chronicle Round 22 Boaster crashies,2 Round 12 Alfajer Chronicle Boaster Round 16 Boaster crashies kaajak,,,,,,,,54,5,0
ara GX,,4 Round 4 Chronicle Alfajer Round 7 Alfajer Chronicle Round 14 kaajak crashies Round 20 Chronicle crashies,2 Round 5 Boaster Alfajer Chronicle Round 18 crashies Boaster Alfajer,,,,,,,,60,0,0
westside GX,,2 Round 7 kaajak crashies Round 19 Boaster kaajak,,,,,,,,,53,0,0
crashies FNC,,2 Round 3 Flickless ara Round 12 Cloud purp0,,,,,,,,,28,4,0
Boaster FNC,,3 Round 8 Cloud westside Round 17 purp0 ara Round 18 Flickless Cloud,,,1 Round 20 Cloud Flickless purp0 westside ara,,1 Round 20 westside ara,,,,58,0,0
Chronicle FNC,,1 Round 11 purp0 Flickless,,,,,,,,,55,1,1
kaajak FNC,,2 Round 12 ara Flickless Round 13 Cloud ara,2 Round 1 ara Flickless Cloud Round 22 purp0 Flickless westside,,,,,,,,53,0,2
Alfajer FNC,,1 Round 16 purp0 Flickless,2 Round 15 Flickless Cloud purp0 Round 19 ara Cloud westside,,,,,,,,55,0,0
