,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,3 Round 5 flyuh Filu Round 13 flyuh soulcas Round 17 flyuh sheydos,1 Round 18 Filu soulcas flyuh,,,,,,,,50,6,0
nAts TL,,6 Round 3 soulcas Filu Round 8 flyuh grubinho Round 10 sheydos soulcas Round 14 flyuh sheydos Round 16 soulcas Filu Round 18 grubinho sheydos,1 Round 4 grubinho flyuh Filu,,,,,,,,58,0,0
keiko TL,,2 Round 1 soulcas sheydos Round 10 grubinho Filu,2 Round 11 flyuh Filu grubinho Round 16 flyuh sheydos grubinho,,,1 Round 11 grubinho,,,,,61,1,0
kamo TL,,2 Round 5 grubinho soulcas Round 7 Filu grubinho,1 Round 1 grubinho Filu flyuh,1 Round 6 soulcas sheydos Filu grubinho,,1 Round 14 Filu,2 Round 1 flyuh Filu Round 7 grubinho Filu,,,,76,2,3
Serial TL,,2 Round 8 Filu soulcas Round 12 flyuh Filu,1 Round 15 grubinho sheydos soulcas,,,,,,,,41,1,0
soulcas MKOI,,3 Round 3 keiko Serial Round 5 nAts keiko Round 17 Serial paTiTek,1 Round 13 nAts Serial kamo,,,1 Round 17 paTiTek,,,,,62,0,0
sheydos MKOI,,3 Round 3 nAts kamo Round 8 paTiTek Serial Round 9 keiko Serial,,1 Round 12 kamo nAts paTiTek Serial,,1 Round 8 Serial,,,,,68,1,2
flyuh MKOI,,2 Round 1 keiko paTiTek Round 17 kamo keiko,1 Round 7 nAts paTiTek Serial,,,,,,,,59,0,0
Filu MKOI,,2 Round 11 kamo Serial Round 14 paTiTek nAts,,,,,,,,,36,1,0
grubinho MKOI,,1 Round 16 Serial nAts,,,,,,,,,32,2,0
