Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
yosemite,FPX,Map_2_2Fracture,All,Viper,,280,18,12,13,+6,,,,,,
AAAAY,FPX,Map_2_2Fracture,All,Fade,,239,17,12,6,+5,,,,,,
BerLIN,FPX,Map_2_2Fracture,All,Astra,,217,16,12,11,+4,,,,,,
Autumn,FPX,Map_2_2Fracture,All,Vyse,,212,15,11,8,+4,,,,,,
Life,FPX,Map_2_2Fracture,All,Phoenix,,201,16,13,5,+3,,,,,,
Haodong,TEC,Map_2_2Fracture,All,Brimstone,,230,17,18,11,-1,,,,,,
Abo,TEC,Map_2_2Fracture,All,Killjoy,,213,16,15,3,+1,,,,,,
B1ack,TEC,Map_2_2Fracture,All,Breach,,180,11,16,13,-5,,,,,,
Rb,TEC,Map_2_2Fracture,All,Tejo,,161,11,16,6,-5,,,,,,
Dynamite,TEC,Map_2_2Fracture,All,Neon,,132,5,17,7,-12,,,,,,
yosemite,FPX,Map_2_2Fracture,Attack,Viper,,,,,,,,,
AAAAY,FPX,Map_2_2Fracture,Attack,Fade,,,,,,,,,
BerLIN,FPX,Map_2_2Fracture,Attack,Astra,,,,,,,,,
Autumn,FPX,Map_2_2Fracture,Attack,Vyse,,,,,,,,,
Life,FPX,Map_2_2Fracture,Attack,Phoenix,,,,,,,,,
Haodong,TEC,Map_2_2Fracture,Attack,Brimstone,,,,,,,,,
Abo,TEC,Map_2_2Fracture,Attack,Killjoy,,,,,,,,,
B1ack,TEC,Map_2_2Fracture,Attack,Breach,,,,,,,,,
Rb,TEC,Map_2_2Fracture,Attack,Tejo,,,,,,,,,
Dynamite,TEC,Map_2_2Fracture,Attack,Neon,,,,,,,,,
yosemite,FPX,Map_2_2Fracture,Defend,Viper,,,,,,,,,
AAAAY,FPX,Map_2_2Fracture,Defend,Fade,,,,,,,,,
BerLIN,FPX,Map_2_2Fracture,Defend,Astra,,,,,,,,,
Autumn,FPX,Map_2_2Fracture,Defend,Vyse,,,,,,,,,
Life,FPX,Map_2_2Fracture,Defend,Phoenix,,,,,,,,,
Haodong,TEC,Map_2_2Fracture,Defend,Brimstone,,,,,,,,,
Abo,TEC,Map_2_2Fracture,Defend,Killjoy,,,,,,,,,
B1ack,TEC,Map_2_2Fracture,Defend,Breach,,,,,,,,,
Rb,TEC,Map_2_2Fracture,Defend,Tejo,,,,,,,,,
Dynamite,TEC,Map_2_2Fracture,Defend,Neon,,,,,,,,,
