Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Haven,1,"""1-0""",G2,Attackers,Elimination
2Haven,2,"""2-0""",G2,Attackers,Elimination
2Haven,3,"""2-1""",XLG,Defenders,Defuse
2Haven,4,"""2-2""",XLG,Defenders,Elimination
2Haven,5,"""2-3""",XLG,Defenders,Elimination
2Haven,6,"""2-4""",XLG,Defenders,Elimination
2Haven,7,"""2-5""",XLG,Defenders,Elimination
2Haven,8,"""2-6""",XLG,Defenders,Time Expired
2Haven,9,"""3-6""",G2,Attackers,Elimination
2Haven,10,"""3-7""",XLG,Defenders,Defuse
2Haven,11,"""4-7""",G2,Attackers,Elimination
2Haven,12,"""5-7""",G2,Attackers,Elimination
2Haven,13,"""5-8""",G2,Attackers,Elimination
2Haven,14,"""5-9""",G2,Attackers,Elimination
2Haven,15,"""5-10""",G2,Attackers,Elimination
2Haven,16,"""5-11""",G2,Attackers,Elimination
2Haven,17,"""6-11""",XLG,Defenders,Elimination
2Haven,18,"""7-11""",XLG,Defenders,Elimination
2Haven,19,"""8-11""",XLG,Defenders,Defuse
2Haven,20,"""8-12""",G2,Attackers,Spike Detonation
2Haven,21,"""8-13""",G2,Attackers,Elimination
2Haven,22,"""""",,,
2Haven,23,"""""",,,
2Haven,24,"""""",,,
