Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Jemkin,RRQ,Map_2_2Ascent,All,Yoru,0.89,205,13,14,3,-1,68%,111,17%,4,7,-3
Monyet,RRQ,Map_2_2Ascent,All,Omen,0.89,168,11,13,6,-2,68%,103,29%,0,1,-1
Kushy,RRQ,Map_2_2Ascent,All,Deadlock,0.73,161,11,15,1,-4,58%,92,38%,0,2,-2
crazyguy,RRQ,Map_2_2Ascent,All,Sova,0.70,184,11,16,3,-5,63%,118,20%,1,1,0
xffero,RRQ,Map_2_2Ascent,All,Cypher,0.43,75,4,14,5,-10,58%,51,32%,0,3,-3
Munchkin,GEN,Map_2_2Ascent,All,Kayo,1.56,346,24,12,6,+12,84%,209,27%,6,0,+6
Ash,GEN,Map_2_2Ascent,All,Sova,1.27,169,13,8,4,+5,79%,119,26%,1,0,+1
Karon,GEN,Map_2_2Ascent,All,Omen,1.24,183,13,8,6,+5,79%,128,23%,1,0,+1
Foxy9,GEN,Map_2_2Ascent,All,Killjoy,0.98,159,11,11,1,0,79%,113,50%,2,2,0
t3xture,GEN,Map_2_2Ascent,All,Jett,0.95,178,11,11,3,0,68%,118,25%,4,3,+1
Jemkin,RRQ,Map_2_2Ascent,Attack,Yoru,0.05,77,2,12,2,-10,58%,53,15%,0,6,-6
Monyet,RRQ,Map_2_2Ascent,Attack,Omen,0.86,187,8,10,3,-2,67%,113,25%,0,1,-1
Kushy,RRQ,Map_2_2Ascent,Attack,Deadlock,0.71,210,9,12,0,-3,58%,110,44%,0,2,-2
crazyguy,RRQ,Map_2_2Ascent,Attack,Sova,0.66,162,6,11,2,-5,42%,104,28%,0,0,0
xffero,RRQ,Map_2_2Ascent,Attack,Cypher,0.30,100,3,11,2,-8,58%,69,29%,0,3,-3
Munchkin,GEN,Map_2_2Ascent,Attack,Kayo,0.64,144,3,5,1,-2,57%,96,8%,0,0,0
Ash,GEN,Map_2_2Ascent,Attack,Sova,1.15,127,4,3,0,+1,57%,98,27%,0,0,0
Karon,GEN,Map_2_2Ascent,Attack,Omen,0.74,52,1,3,2,-2,57%,42,25%,0,0,0
Foxy9,GEN,Map_2_2Ascent,Attack,Killjoy,0.82,156,4,5,0,-1,43%,90,33%,1,2,-1
t3xture,GEN,Map_2_2Ascent,Attack,Jett,0.82,204,4,6,2,-2,43%,152,29%,1,3,-2
Jemkin,RRQ,Map_2_2Ascent,Defend,Yoru,2.33,427,11,2,1,+9,86%,211,18%,4,1,+3
Monyet,RRQ,Map_2_2Ascent,Defend,Omen,0.95,137,3,3,3,0,71%,86,40%,0,0,0
Kushy,RRQ,Map_2_2Ascent,Defend,Deadlock,0.77,77,2,3,1,-1,57%,60,25%,0,0,0
crazyguy,RRQ,Map_2_2Ascent,Defend,Sova,0.78,225,5,5,1,0,100%,143,14%,1,1,0
xffero,RRQ,Map_2_2Ascent,Defend,Cypher,0.66,33,1,3,3,-2,57%,19,50%,0,0,0
Munchkin,GEN,Map_2_2Ascent,Defend,Kayo,2.09,464,21,7,5,+14,100%,275,31%,6,0,+6
Ash,GEN,Map_2_2Ascent,Defend,Sova,1.34,193,9,5,4,+4,92%,131,25%,1,0,+1
Karon,GEN,Map_2_2Ascent,Defend,Omen,1.54,260,12,5,4,+7,92%,179,22%,1,0,+1
Foxy9,GEN,Map_2_2Ascent,Defend,Killjoy,1.07,161,7,6,1,+1,100%,126,61%,1,0,+1
t3xture,GEN,Map_2_2Ascent,Defend,Jett,1.03,163,7,5,1,+2,83%,98,18%,3,0,+3
