,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,,3 Round 2 zekken johnqt bang Round 7 johnqt N4RRATE zekken Round 17 johnqt zekken Zellsis,,,,,,,,48,0,1
yay EG,,2 Round 11 johnqt N4RRATE Round 14 bang Zellsis,,,,,,,,,40,0,0
Derrek EG,,2 Round 9 johnqt bang Round 13 bang Zellsis,,,,,,,,,46,1,0
NaturE EG,,2 Round 3 Zellsis N4RRATE Round 9 zekken Zellsis,,,,,,,,,48,4,0
icy EG,,2 Round 13 N4RRATE johnqt Round 14 N4RRATE johnqt,,,,1 Round 4 N4RRATE,,,,,38,0,1
Zellsis SEN,,,,1 Round 12 supamen icy NaturE yay,,,,,,,48,0,0
johnqt SEN,,3 Round 6 icy Derrek Round 8 Derrek supamen Round 15 icy Derrek,,,,,,,,,41,8,1
bang SEN,,2 Round 11 NaturE icy Round 16 yay icy,1 Round 3 NaturE yay supamen,1 Round 10 NaturE supamen yay Derrek,,1 Round 7 supamen,,,,,83,3,0
zekken SEN,,2 Round 8 icy NaturE Round 17 icy Derrek,,,,,,,,,51,0,0
N4RRATE SEN,,7 Round 2 icy supamen Round 5 NaturE supamen Round 6 yay NaturE Round 7 NaturE Derrek Round 11 Derrek supamen Round 15 supamen yay Round 17 NaturE supamen,2 Round 1 NaturE supamen yay Round 4 NaturE supamen Derrek,,,2 Round 2 supamen Round 17 supamen,,,,,96,1,2
