,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,2 Round 7 bang zekken Round 15 zekken bang,1 Round 12 N4RRATE Zellsis zekken supamen,,,,1 Round 12 Zellsis zekken,,,,42,1,0
yay EG,,1 Round 11 johnqt bang,3 Round 3 Zellsis johnqt bang Round 4 Zellsis bang N4RRATE Round 8 zekken N4RRATE johnqt,,,,,,,,53,1,0
Derrek EG,,1 Round 5 johnqt Zellsis,,,,,,,,,34,3,0
NaturE EG,,2 Round 1 N4RRATE zekken Round 9 N4RRATE zekken,,,,,,,,,38,4,0
icy EG,,1 Round 17 N4RRATE bang icy,,,,1 Round 15 johnqt,,,,,40,0,0
Zellsis SEN,,2 Round 1 NaturE icy Round 11 NaturE supamen,,,,,1 Round 1 NaturE icy,,,,52,0,1
johnqt SEN,,2 Round 7 icy yay Round 17 yay NaturE,2 Round 6 NaturE supamen icy Round 15 supamen Derrek NaturE,,,,,,,,87,3,1
bang SEN,,3 Round 2 supamen icy Round 12 yay NaturE Round 13 Derrek supamen,,,,,,,,,37,0,0
zekken SEN,,2 Round 2 yay Derrek Round 7 NaturE Derrek,3 Round 4 supamen yay icy Round 18 NaturE yay Derrek Round 19 yay icy NaturE,1 Round 16 yay NaturE supamen icy,,,,,,,67,0,1
N4RRATE SEN,,4 Round 3 supamen yay Round 13 icy NaturE Round 14 icy yay Round 18 supamen icy,,1 Round 10 yay NaturE Derrek icy,,,,,,,69,2,1
