,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
brawk NRG,,1 Round 2 neT v1c,1 Round 13 Xeppaa v1c mitch,1 Round 5 v1c Xeppaa mitch OXY,1 Round 6 OXY mitch neT Xeppaa v1c,,1 Round 6 v1c Xeppaa,,,,115,0,1
s0m NRG,,1 Round 2 OXY mitch,,,,1 Round 11 Xeppaa,,,,,32,0,1
mada NRG,,4 Round 1 Xeppaa v1c Round 8 neT mitch Round 11 OXY v1c Round 12 mitch neT,1 Round 7 OXY v1c Xeppaa,1 Round 14 mitch neT OXY Xeppaa,1 Round 4 neT v1c OXY Xeppaa mitch,,,,,,108,0,2
skuba NRG,,,1 Round 10 neT mitch Xeppaa,,,,,1 Round 10 mitch neT Xeppaa,,,32,0,1
Ethan NRG,,3 Round 10 OXY v1c Round 11 mitch neT Round 15 v1c OXY,1 Round 9 OXY Xeppaa v1c,,,,,,,,53,3,0
mitch C9,,,1 Round 10 brawk Ethan mada,,,,,,,,35,3,0
neT C9,,1 Round 2 mada skuba,,,,,,,,,54,0,0
Xeppaa C9,,3 Round 2 Ethan brawk Round 6 mada skuba Round 11 Ethan mada,,,,1 Round 2 brawk,,,,,47,0,0
v1c C9,,2 Round 1 Ethan brawk Round 3 mada brawk,,,,,,,,,37,4,0
OXY C9,,2 Round 3 skuba Ethan Round 11 skuba brawk,,,,,,,,,26,0,0
