,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
brawk NRG,,6,3,2,1,,1,,,,77,3,2
s0m NRG,,8,3,,,3,,,,,54,5,2
mada NRG,,11,2,1,2,,,,,,74,1,3
skuba NRG,,4,1,1,,,,1,,,44,0,2
Ethan NRG,,9,2,1,,,,1,,,54,10,2
mitch C9,,3,2,,,,,,,,35,10,2
neT C9,,4,2,,,2,,,,,43,3,1
Xeppaa C9,,8,3,,,1,1,,,,47,3,1
v1c C9,,11,2,1,,1,,,,,53,7,0
OXY C9,,10,2,3,,1,1,,,,49,1,2
