,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
brawk NRG,,2 Round 13 neT OXY Round 19 mitch neT,2 Round 9 OXY mitch v1c Round 18 mitch neT Xeppaa,1 Round 17 OXY mitch v1c Xeppaa,,,,,,,73,2,1
s0m NRG,,4 Round 19 v1c OXY Round 20 mitch neT Round 21 neT Xeppaa Round 22 OXY neT,1 Round 23 neT OXY v1c,,,1 Round 2 Xeppaa,,,,,64,4,1
mada NRG,,4 Round 12 Xeppaa mitch Round 14 OXY neT Round 16 neT v1c Round 22 mitch Xeppaa,1 Round 2 mitch neT OXY,,,,,,,,57,1,0
skuba NRG,,1 Round 4 mitch neT,,,,,,,,,42,0,1
Ethan NRG,,3 Round 3 mitch OXY Round 6 mitch OXY Round 13 mitch v1c,1 Round 21 v1c OXY mitch,1 Round 5 neT mitch Xeppaa OXY,,,,1 Round 5 Xeppaa OXY mitch,,,63,4,1
mitch C9,,3 Round 5 skuba brawk Round 8 s0m brawk Round 14 mada brawk,,,,,,,,,44,3,2
neT C9,,1 Round 20 mada Ethan,,,,,,,,,30,1,0
Xeppaa C9,,1 Round 7 Ethan skuba,1 Round 8 mada Ethan skuba,,,,,,,,37,2,0
v1c C9,,5 Round 4 s0m Ethan Round 9 Ethan mada Round 11 Ethan s0m Round 15 Ethan brawk Round 23 Ethan mada,1 Round 1 Ethan brawk skuba,1 Round 6 mada brawk s0m skuba v1c,,1 Round 1 skuba,,,,,53,3,0
OXY C9,,4 Round 4 mada brawk Round 10 s0m Ethan Round 13 skuba Ethan Round 20 skuba s0m,1 Round 2 Ethan brawk skuba,1 Round 15 mada s0m skuba v1c,,1 Round 20 s0m,1 Round 13 brawk Ethan,,,,61,1,2
