,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,3 Round 1 Kai heybay Round 12 LuoK1ng Biank Round 14 Biank Kai,1 Round 13 LuoK1ng Biank FengF,,,,,,,,51,0,2
jawgemo G2,,4 Round 1 FengF Biank Round 8 FengF LuoK1ng Round 9 FengF LuoK1ng Round 16 FengF Biank,1 Round 11 FengF Biank heybay,,,,,,,,67,0,0
JonahP G2,,2 Round 10 Kai heybay Round 15 FengF heybay,,,,,,,,,62,0,0
leaf G2,,4 Round 6 Kai heybay Round 7 Kai heybay Round 11 Kai LuoK1ng Round 15 LuoK1ng Kai,,,,,,,,,83,0,0
trent G2,,3 Round 6 FengF LuoK1ng Round 7 FengF LuoK1ng Round 9 heybay Kai,,,,,,,,,67,4,1
Biank TE,,1 Round 10 trent JonahP,,,,,,,,,38,2,0
LuoK1ng TE,,1 Round 7 jawgemo valyn,1 Round 5 jawgemo leaf valyn,,,,,,,,41,0,0
heybay TE,,1 Round 3 jawgemo valyn,,,,,,,,,28,4,0
FengF TE,,1 Round 3 leaf JonahP,1 Round 4 jawgemo valyn JonahP,,,,,,,,44,0,0
Kai TE,,,,,,,,,,,33,0,0
