,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,1 Round 10 Lysoar SiuFatBB,1 Round 22 Lysoar SiuFatBB Yuicaw,,,,,,,,44,1,0
johnqt SEN,,4 Round 10 Juicy Yuicaw Round 19 Yuicaw Juicy Round 22 Juicy Spring Round 24 Lysoar Yuicaw,,,,,,,,,44,5,1
bang SEN,,1 Round 9 Spring Yuicaw,1 Round 7 Lysoar Yuicaw SiuFatBB,1 Round 5 Juicy Lysoar SiuFatBB Yuicaw,,,,1 Round 7 Lysoar SiuFatBB Yuicaw,,,48,0,1
zekken SEN,,3 Round 11 Spring Yuicaw Round 14 SiuFatBB Spring Round 18 Spring Yuicaw,1 Round 23 Juicy Lysoar Yuicaw,,,,,,,,49,0,0
N4RRATE SEN,,2 Round 2 Juicy Lysoar Round 16 Spring SiuFatBB,3 Round 8 Spring Yuicaw Lysoar Round 13 Lysoar Spring Yuicaw Round 15 Juicy SiuFatBB Yuicaw,,,,1 Round 13 Spring Yuicaw,,,,56,3,0
Juicy WOL,,4 Round 1 zekken Zellsis Round 7 johnqt Zellsis Round 10 N4RRATE bang Round 12 zekken N4RRATE,1 Round 11 johnqt N4RRATE zekken,,,,,,,,61,0,0
SiuFatBB WOL,,2 Round 9 bang johnqt Round 12 johnqt bang,,1 Round 4 johnqt Zellsis N4RRATE bang,,3 Round 4 bang Round 11 bang Round 23 johnqt,1 Round 9 bang johnqt,,,,57,4,1
Yuicaw WOL,,3 Round 2 bang johnqt Round 13 johnqt zekken Round 21 N4RRATE Zellsis,,,,,,,,,36,1,0
Spring WOL,,4 Round 3 N4RRATE bang Round 5 zekken johnqt Round 6 bang N4RRATE Round 23 Zellsis zekken,1 Round 20 johnqt zekken Zellsis,,,,,,,,57,0,0
Lysoar WOL,,2 Round 1 johnqt bang Round 2 Zellsis zekken,,,,,,,,,42,5,0
