,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,3 Round 12 Ethan brawk Round 22 mada Ethan Round 23 s0m mada,1 Round 13 brawk Ethan skuba,,,,,,,,61,1,1
artzin MIBR,,2 Round 19 s0m Ethan Round 22 s0m brawk,1 Round 17 skuba Ethan s0m,,,,,,,,36,0,0
aspas MIBR,,5 Round 10 brawk Ethan Round 13 s0m mada Round 15 skuba Ethan Round 16 skuba Ethan Round 17 mada brawk,1 Round 21 brawk Ethan mada,,,,,,,,86,0,0
xenom MIBR,,2 Round 5 skuba s0m Round 7 skuba s0m,1 Round 15 s0m mada brawk,,,,,,,,39,1,1
Verno MIBR,,,,,,,,,,,26,6,0
brawk NRG,,,,,,,,,,,27,1,1
s0m NRG,,3 Round 4 artzin cortezia Round 11 cortezia Verno Round 12 artzin Verno,,1 Round 20 aspas xenom artzin Verno,,,,,1 Round 11 cortezia aspas Verno artzin,,65,3,0
mada NRG,,2 Round 2 Verno aspas Round 23 xenom Verno,2 Round 3 xenom cortezia artzin Round 12 xenom aspas cortezia,,2 Round 1 aspas cortezia xenom Verno artzin mada Round 16 cortezia xenom Verno aspas artzin,,1 Round 21 cortezia aspas,,,,62,1,0
skuba NRG,,3 Round 13 artzin xenom Round 21 artzin xenom Round 23 artzin cortezia,1 Round 4 aspas xenom Verno,,,1 Round 23 cortezia,,,,,49,0,1
Ethan NRG,,1 Round 15 cortezia Verno,2 Round 10 Verno xenom artzin Round 18 artzin Verno xenom,,,,,,,,31,5,0
