,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,6 Round 2 Ethan mada Round 8 s0m skuba Round 9 mada brawk Round 21 mada skuba Round 24 mada Ethan Round 25 s0m brawk,,,,1 Round 21 skuba,,,,,54,1,1
artzin MIBR,,6 Round 13 skuba mada Round 14 s0m mada Round 19 skuba Ethan Round 21 Ethan s0m Round 25 skuba mada Round 26 Ethan brawk,,,,,,,,,39,0,0
aspas MIBR,,3 Round 1 Ethan skuba Round 11 brawk s0m Round 28 brawk Ethan,2 Round 3 s0m Ethan mada Round 4 mada Ethan skuba,,,,,,,,43,4,2
xenom MIBR,,3 Round 15 mada s0m Round 18 Ethan s0m Round 24 brawk s0m,,,,1 Round 15 s0m,,,,,38,1,0
Verno MIBR,,2 Round 5 brawk mada Round 12 s0m Ethan,,,,,,,,,33,4,1
brawk NRG,,3 Round 6 xenom aspas Round 15 artzin Verno Round 28 Verno artzin,,1 Round 13 Verno aspas artzin xenom,,,,,,,43,2,2
s0m NRG,,5 Round 6 cortezia Verno Round 11 xenom artzin Round 15 cortezia aspas Round 17 artzin cortezia Round 21 aspas xenom,1 Round 4 artzin Verno cortezia,,,1 Round 27 xenom,,,,,52,3,0
mada NRG,,5 Round 10 artzin cortezia Round 16 xenom aspas Round 18 Verno artzin Round 22 xenom artzin Round 25 xenom cortezia,,,1 Round 26 xenom Verno aspas cortezia artzin,,,,,,41,0,0
skuba NRG,,4 Round 17 Verno aspas Round 18 aspas cortezia Round 22 cortezia Verno Round 23 cortezia Verno,2 Round 7 artzin xenom aspas Round 12 xenom Verno cortezia,,,1 Round 12 cortezia,,,,,52,0,3
Ethan NRG,,2 Round 16 Verno artzin Round 23 aspas xenom,1 Round 10 Verno aspas xenom,1 Round 27 aspas Verno cortezia artzin,,,,,,,38,5,0
