,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,1 Round 20 mitch v1c,,,,,,,,,40,2,2
jawgemo G2,,3 Round 2 Xeppaa neT Round 6 mitch neT Round 20 neT OXY,,,,,,,,,46,0,0
JonahP G2,,2 Round 8 OXY mitch Round 17 mitch v1c,1 Round 7 OXY v1c neT,1 Round 1 Xeppaa mitch v1c neT,,,,,,,62,4,3
leaf G2,,4 Round 9 v1c OXY Round 13 v1c mitch Round 19 v1c OXY Round 21 neT OXY,3 Round 2 mitch v1c OXY Round 5 neT Xeppaa mitch Round 12 mitch neT Xeppaa,,,,1 Round 5 mitch Xeppaa,,,,70,0,1
trent G2,,3 Round 3 mitch OXY Round 9 mitch Xeppaa Round 19 neT Xeppaa,1 Round 10 OXY v1c neT trent,,,,,,,,78,1,2
mitch C9,,2 Round 5 JonahP valyn Round 7 jawgemo valyn,1 Round 1 valyn leaf JonahP,,,,,,,,38,4,0
neT C9,,2 Round 3 leaf trent Round 13 trent leaf,,1 Round 16 jawgemo trent leaf valyn,,,,,,,42,3,0
Xeppaa C9,,2 Round 17 trent valyn Round 19 jawgemo JonahP,,,,,1 Round 10 trent JonahP,,,,48,4,3
v1c C9,,,,,,,,,,,31,0,0
OXY C9,,1 Round 13 jawgemo JonahP,1 Round 18 JonahP valyn trent,,1 Round 14 leaf trent jawgemo valyn JonahP,,,,,,54,0,0
