Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Bind,1,"""1-0""",PRX,Attackers,Elimination
1Bind,2,"""1-1""",TLN,Defenders,Elimination
1Bind,3,"""1-2""",TLN,Defenders,Elimination
1Bind,4,"""1-3""",TLN,Defenders,Time Expired
1Bind,5,"""1-4""",TLN,Defenders,Elimination
1Bind,6,"""1-5""",TLN,Defenders,Elimination
1Bind,7,"""2-5""",PRX,Attackers,Spike Detonation
1Bind,8,"""3-5""",PRX,Attackers,Elimination
1Bind,9,"""3-6""",TLN,Defenders,Time Expired
1Bind,10,"""4-6""",PRX,Attackers,Spike Detonation
1Bind,11,"""5-6""",PRX,Attackers,Spike Detonation
1Bind,12,"""6-6""",PRX,Attackers,Elimination
1Bind,13,"""7-6""",TLN,Defenders,Defuse
1Bind,14,"""8-6""",TLN,Defenders,Elimination
1Bind,15,"""8-7""",PRX,Attackers,Elimination
1Bind,16,"""8-8""",PRX,Attackers,Elimination
1Bind,17,"""8-9""",PRX,Attackers,Elimination
1Bind,18,"""9-9""",TLN,Defenders,Elimination
1Bind,19,"""9-10""",PRX,Attackers,Elimination
1Bind,20,"""10-10""",TLN,Defenders,Defuse
1Bind,21,"""10-11""",PRX,Attackers,Elimination
1Bind,22,"""10-12""",PRX,Attackers,Elimination
1Bind,23,"""11-12""",TLN,Defenders,Defuse
1Bind,24,"""11-13""",PRX,Attackers,Elimination
