Event,Date,Team 1,Team 2,Score
"Champions Tour 2025: China Kickoff					

						Main Event: 
						Upper Quarterfinals","Friday, January 17th				


							
						9:00 AM GMT","Trace Esports									

											[1704]","Dragon Ranger Gaming									

											[1540]","final
							



							2						

							:
						

							0						


							vs.
						


									Bo3"
