,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,3 Round 2 lz pryze Round 13 gobera pryze Round 18 pryze gobera,1 Round 1 lz silentzz gobera,,,1 Round 2 pryze,1 Round 18 gobera pryze,,,,38,1,0
yay EG,,2 Round 6 spike gobera Round 11 spike silentzz,,,,,,,,,46,0,0
Derrek EG,,4 Round 2 silentzz spike Round 4 gobera pryze Round 7 silentzz lz Round 8 silentzz pryze,,,,,,,,,49,3,0
NaturE EG,,2 Round 16 silentzz pryze Round 18 lz silentzz,1 Round 19 spike silentzz lz,,,,,,,,43,3,0
icy EG,,1 Round 11 gobera lz,,,,,,,,,56,0,0
pryze 2G,,1 Round 18 Derrek icy,,,,,,,,,27,1,0
lz 2G,,2 Round 3 supamen Derrek Round 17 yay Derrek,2 Round 7 NaturE yay supamen Round 13 NaturE supamen Derrek,,,,1 Round 13 supamen Derrek,,,,70,0,0
silentzz 2G,,1 Round 5 yay icy,1 Round 9 yay Derrek icy,,,,,,,,45,1,0
gobera 2G,,1 Round 4 NaturE yay,2 Round 19 supamen Derrek NaturE Round 20 yay NaturE icy,,,2 Round 19 NaturE Round 20 icy,,,,,53,5,0
spike 2G,,6 Round 5 Derrek NaturE Round 7 icy Derrek Round 13 icy yay Round 14 supamen icy Round 15 icy supamen Round 16 supamen NaturE,1 Round 3 yay NaturE icy,2 Round 10 yay supamen icy Derrek Round 12 yay Derrek NaturE icy,,,1 Round 7 icy Derrek,,,,112,0,1
