,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,2 Round 8 lz gobera Round 10 silentzz lz,,,,,,,,,39,1,0
yay EG,,5 Round 1 pryze spike Round 6 gobera pryze Round 21 pryze silentzz Round 23 gobera silentzz Round 24 gobera pryze,,,,,,,,,52,1,0
Derrek EG,,4 Round 5 silentzz pryze Round 15 spike lz Round 18 spike gobera Round 23 lz pryze,3 Round 14 spike lz pryze Round 16 spike pryze silentzz Round 17 spike silentzz pryze,1 Round 9 lz spike silentzz pryze,,,,,,,84,1,2
NaturE EG,,1 Round 3 spike gobera,,,,,,,,,25,6,1
icy EG,,5 Round 1 silentzz gobera Round 2 gobera pryze Round 5 spike gobera Round 10 spike pryze Round 24 silentzz spike,,1 Round 13 silentzz spike lz pryze,,1 Round 10 pryze,,,,,51,1,1
pryze 2G,,4 Round 10 Derrek supamen Round 19 NaturE supamen Round 20 yay icy Round 24 Derrek yay,1 Round 15 icy supamen Derrek,,,,,,,,60,0,1
lz 2G,,4 Round 1 NaturE icy Round 8 icy yay Round 19 Derrek icy Round 21 supamen icy,1 Round 22 yay supamen Derrek,,,,,,,,56,3,0
silentzz 2G,,5 Round 4 supamen yay Round 5 yay supamen Round 8 Derrek yay Round 9 supamen icy Round 14 icy Derrek,,,,1 Round 8 yay,,,,,38,0,0
gobera 2G,,1 Round 19 yay yay,,,,1 Round 9 Derrek,,,,,33,7,2
spike 2G,,1 Round 7 icy yay,3 Round 11 supamen Derrek NaturE Round 12 icy NaturE Derrek Round 20 supamen Derrek NaturE,,,,1 Round 11 NaturE Derrek,,,,59,0,0
