,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,8,1,,,1,1,,,,40,2,0
yay EG,,10,1,,1,,,,,,50,1,2
Derrek EG,,13,5,1,,,,1,,,85,4,4
NaturE EG,,6,2,,,,,,,,42,11,1
icy EG,,7,,1,,1,,,,,46,2,1
pryze 2G,,8,2,,,,,,,,45,2,1
lz 2G,,8,3,,,,1,,,,54,3,0
silentzz 2G,,10,3,1,,1,,,,,55,1,0
gobera 2G,,2,2,,,3,,,,,35,12,2
spike 2G,,12,4,2,,,2,,,,70,5,1
