,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,2 Round 16 JonahP trent Round 20 jawgemo valyn,1 Round 13 leaf valyn jawgemo,,,,,,,,30,6,0
BuZz T1,,2 Round 7 trent valyn Round 18 valyn trent,1 Round 6 valyn JonahP jawgemo,,,,,,,,43,0,0
Meteor T1,,3 Round 12 jawgemo JonahP Round 18 jawgemo JonahP Round 21 JonahP leaf,1 Round 14 leaf JonahP valyn,,,,,,,,56,0,0
iZu T1,,4 Round 3 leaf valyn Round 11 jawgemo trent Round 16 leaf jawgemo Round 17 valyn JonahP,2 Round 5 jawgemo trent JonahP Round 10 trent valyn leaf iZu,,,,,1 Round 10 trent leaf valyn,,,67,1,0
DH T1,,1 Round 1 valyn jawgemo,,,,,,,,,30,1,1
valyn G2,,4 Round 1 BuZz iZu Round 10 Meteor stax Round 16 iZu stax Round 21 stax BuZz,2 Round 8 stax DH iZu Round 9 DH stax Meteor,1 Round 12 DH BuZz stax iZu,,,,,,,71,2,0
jawgemo G2,,7 Round 1 Meteor stax Round 3 Meteor stax Round 7 BuZz Meteor Round 9 BuZz iZu Round 13 Meteor BuZz Round 19 BuZz Meteor Round 20 Meteor iZu,2 Round 4 DH BuZz iZu Round 22 stax Meteor iZu,,,,,,,,49,0,1
JonahP G2,,,1 Round 15 Meteor stax DH,,,1 Round 1 DH,,,,,33,1,1
leaf G2,,4 Round 3 DH BuZz Round 11 iZu BuZz Round 15 BuZz iZu Round 20 BuZz DH,,1 Round 2 DH BuZz iZu Meteor,,1 Round 20 DH,1 Round 7 iZu DH,,,,70,1,0
trent G2,,1 Round 21 DH Meteor,,,,,,,,,45,2,1
