,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Kushy RRQ,,1 Round 17 Jremy invy,2 Round 10 2GE invy Jremy Round 15 invy 2GE JessieVash,,,,,,,,71,6,0
xffero RRQ,,3 Round 2 Jremy invy Round 6 2GE Wild0reoo Round 8 Jremy Wild0reoo,1 Round 12 invy JessieVash Jremy xffero,,,,,,,,61,1,0
Monyet RRQ,,3 Round 3 Jremy invy Round 9 Wild0reoo Jremy Round 12 Wild0reoo 2GE,,1 Round 11 Jremy JessieVash 2GE Wild0reoo,,,,,,,64,3,0
Jemkin RRQ,,4 Round 6 Jremy invy Round 8 JessieVash invy Round 13 2GE Wild0reoo Round 17 2GE JessieVash,1 Round 7 Wild0reoo invy JessieVash,,,,,,,,47,0,0
Estrella RRQ,,2 Round 2 2GE Wild0reoo Round 15 Jremy Wild0reoo,1 Round 1 JessieVash Wild0reoo invy,1 Round 5 2GE JessieVash Jremy Wild0reoo,,2 Round 1 invy Round 10 JessieVash,,,1 Round 5 JessieVash Jremy 2GE Wild0reoo,,70,1,0
JessieVash TS,,,1 Round 13 Estrella Kushy Jemkin,,,1 Round 13 Jemkin,,,,,43,1,0
Jremy TS,,4 Round 9 Jemkin xffero Round 13 Monyet xffero Round 15 xffero Jemkin Round 16 xffero Jemkin,,,,,,,,,63,0,0
invy TS,,2 Round 1 Jemkin xffero Round 16 Monyet Kushy,,,,,,,,,45,2,0
2GE TS,,2 Round 5 Jemkin xffero Round 14 Kushy Estrella,,,,,,,,,39,0,0
Wild0reoo TS,,2 Round 4 Monyet xffero Round 8 Monyet Jemkin,,,,,,,,,46,0,0
