,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Kushy RRQ,,5 Round 6 invy Jremy Round 9 invy Wild0reoo Round 15 JessieVash Jremy Round 16 2GE Wild0reoo Round 17 Jremy 2GE,1 Round 13 JessieVash invy Wild0reoo,,,,,,,,74,1,1
xffero RRQ,,2 Round 5 Jremy Wild0reoo xffero Round 9 2GE JessieVash,,,,,1 Round 9 JessieVash 2GE,,,,59,0,0
Monyet RRQ,,1 Round 1 Wild0reoo invy,2 Round 7 Jremy invy Wild0reoo Round 10 2GE invy Wild0reoo,,,,,,,,60,2,0
Jemkin RRQ,,1 Round 4 Jremy invy,,,,,,,,,30,0,1
Estrella RRQ,,5 Round 1 Jremy JessieVash Round 2 invy Wild0reoo Round 3 Wild0reoo invy Round 5 2GE JessieVash Round 15 Wild0reoo invy,2 Round 4 JessieVash Wild0reoo 2GE Round 14 Jremy invy 2GE,,,,,,,,81,5,1
JessieVash TS,,2 Round 7 Monyet xffero Round 17 Kushy Estrella,,1 Round 10 Jemkin Estrella Kushy Monyet,,,,,,,92,2,1
Jremy TS,,1 Round 11 Jemkin Monyet,,,,,,,,,32,0,0
invy TS,,,1 Round 11 Kushy Estrella xffero,,,,,,,,27,1,0
2GE TS,,,,,,,,,,,25,0,0
Wild0reoo TS,,2 Round 4 Monyet xffero Round 5 Jemkin Estrella,1 Round 9 Jemkin Monyet Estrella,,,,,,,,46,0,0
