,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cNed FUT,,1 Round 11 Boo RieNs,,,,,,,,,46,2,0
qRaxs FUT,,,,,,,,,,,27,1,0
MrFaliN FUT,,,1 Round 18 benjyfishy RieNs Wo0t,,,,,,,,26,1,0
yetujey FUT,,2 Round 8 MiniBoo Wo0t Round 11 MiniBoo Wo0t,1 Round 16 Wo0t Boo MiniBoo,,,,,,,,61,0,2
xeus FUT,,4 Round 6 MiniBoo Wo0t Round 10 MiniBoo Wo0t Round 12 Wo0t MiniBoo Round 17 Wo0t Boo,2 Round 2 benjyfishy MiniBoo RieNs Round 8 RieNs benjyfishy Boo,1 Round 1 MiniBoo Wo0t RieNs benjyfishy,,,,,,,80,1,0
Boo TH,,2 Round 5 yetujey qRaxs Round 18 cNed MrFaliN,1 Round 11 xeus yetujey qRaxs,,,2 Round 6 MrFaliN Round 18 MrFaliN,,,,,57,2,1
RieNs TH,,1 Round 2 MrFaliN qRaxs,2 Round 15 xeus qRaxs cNed Round 19 MrFaliN yetujey qRaxs,1 Round 9 xeus cNed MrFaliN yetujey,,,,,,,44,5,1
MiniBoo TH,,3 Round 4 cNed qRaxs Round 16 qRaxs MrFaliN Round 20 cNed xeus,,,,,,,,,38,1,1
Wo0t TH,,4 Round 3 xeus yetujey Round 13 yetujey qRaxs Round 18 yetujey qRaxs Round 20 MrFaliN yetujey,1 Round 7 cNed yetujey MrFaliN,,,,,,,,61,0,0
benjyfishy TH,,2 Round 4 xeus yetujey Round 6 xeus yetujey,1 Round 3 qRaxs cNed MrFaliN,2 Round 12 cNed MrFaliN yetujey xeus Round 14 xeus cNed yetujey qRaxs,,,,,,,66,1,0
