,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cNed FUT,,3 Round 5 benjyfishy Boo Round 7 Wo0t RieNs Round 11 MiniBoo Boo,2 Round 3 MiniBoo Wo0t Boo Round 9 benjyfishy MiniBoo Boo,,,,,,,,77,1,0
qRaxs FUT,,1 Round 14 Wo0t benjyfishy,1 Round 18 RieNs MiniBoo Boo,,,,,,,,29,1,0
MrFaliN FUT,,1 Round 10 MiniBoo benjyfishy,2 Round 7 benjyfishy Boo MiniBoo Round 12 RieNs Wo0t MiniBoo,,,,,,,,51,0,0
yetujey FUT,,3 Round 1 Boo MiniBoo yetujey Round 5 Wo0t MiniBoo Round 13 MiniBoo RieNs,,,,,,,,,59,1,1
xeus FUT,,2 Round 3 benjyfishy RieNs Round 6 RieNs MiniBoo,1 Round 13 Boo Wo0t benjyfishy,1 Round 8 Wo0t MiniBoo RieNs Boo,,,,,,,42,0,0
Boo TH,,3 Round 10 xeus yetujey Round 14 MrFaliN qRaxs Round 16 cNed MrFaliN,,,,,,,,,43,2,0
RieNs TH,,6 Round 1 qRaxs MrFaliN Round 4 cNed MrFaliN Round 7 qRaxs MrFaliN Round 10 cNed qRaxs Round 14 cNed yetujey Round 19 cNed MrFaliN,,,,2 Round 10 qRaxs Round 11 MrFaliN,1 Round 14 yetujey cNed,,,,96,4,0
MiniBoo TH,,2 Round 11 qRaxs xeus Round 19 xeus yetujey,,,,,1 Round 1 yetujey cNed,,,,32,0,0
Wo0t TH,,4 Round 4 yetujey qRaxs Round 9 xeus cNed Round 12 yetujey cNed Round 13 MrFaliN cNed,1 Round 18 MrFaliN cNed yetujey,,,1 Round 9 cNed,,,,,56,2,2
benjyfishy TH,,3 Round 2 MrFaliN cNed Round 11 yetujey cNed Round 17 qRaxs yetujey,1 Round 15 MrFaliN qRaxs cNed,,,,,,,,49,0,0
