,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Knight BLG,,6 Round 8 zekken Zellsis Round 9 johnqt bang Round 13 bang johnqt Round 16 N4RRATE Zellsis Round 17 johnqt N4RRATE Round 19 johnqt bang,,,,,,,,,46,7,0
whzy BLG,,,1 Round 9 zekken Zellsis N4RRATE,1 Round 11 bang zekken N4RRATE johnqt,,1 Round 9 N4RRATE,,,,,43,0,0
nephh BLG,,3 Round 6 bang johnqt Round 10 N4RRATE bang Round 19 Zellsis N4RRATE,,,,1 Round 6 johnqt,,,,,48,0,0
Levius BLG,,1 Round 17 zekken bang,1 Round 2 zekken N4RRATE bang,,,,,,,,54,1,0
rushia BLG,,4 Round 2 johnqt Zellsis Round 3 johnqt zekken Round 7 bang johnqt Round 22 bang johnqt,,,,,,,,,35,1,0
Zellsis SEN,,2 Round 1 Levius whzy Round 22 whzy Knight,2 Round 12 Levius whzy Knight Round 13 nephh whzy Knight,,,,1 Round 13 whzy Knight,,,,59,1,0
johnqt SEN,,1 Round 6 Levius Knight,1 Round 18 Levius Knight nephh,,,,,,,,38,1,1
bang SEN,,1 Round 21 Levius nephh,,,,,,,,,33,1,0
zekken SEN,,4 Round 5 whzy Knight Round 15 rushia Knight Round 16 rushia Levius Round 21 Knight whzy,2 Round 14 whzy rushia Knight Round 22 rushia Levius nephh,,,,,,,,65,1,0
N4RRATE SEN,,2 Round 4 whzy nephh Round 9 rushia Knight,1 Round 10 whzy Knight rushia,,,,,,,,47,4,1
