,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,1 Round 7 Francis Ivy,,,,,,,,,38,4,0
BuZz T1,,4 Round 5 Persia Francis Round 8 Francis Ivy Round 13 Ivy Dambi Round 22 Ivy Dambi,,,,,,,,,73,0,0
Meteor T1,,,2 Round 16 Francis Ivy Rb Round 21 Rb Ivy Dambi,1 Round 17 Persia Dambi Ivy Rb,,,,,,,54,0,2
iZu T1,,3 Round 1 Ivy Dambi Round 19 Ivy Francis Round 22 Francis Persia,,1 Round 6 Ivy Francis Dambi Rb,,,,,,,40,1,0
DH T1,,4 Round 3 Rb Ivy Round 4 Dambi Persia Round 7 Rb Dambi Round 18 Dambi Rb,3 Round 11 Francis Ivy Rb Round 13 Francis Persia Rb Round 14 Dambi Francis Rb,,,1 Round 11 Rb,1 Round 13 Persia Rb,,,,46,2,0
Rb NS,,6 Round 1 Meteor iZu Round 2 BuZz iZu Round 12 stax Meteor Round 13 stax Meteor Round 15 DH Meteor Round 20 Meteor BuZz,3 Round 9 BuZz stax Meteor Round 11 Meteor iZu stax Round 19 stax Meteor iZu,1 Round 10 DH BuZz iZu stax,,,,,,,85,1,1
Persia NS,,2 Round 2 DH stax Round 13 BuZz iZu,,,,,,,,,29,3,0
Dambi NS,,2 Round 18 stax iZu Round 21 DH stax,,,,,,,,,34,0,0
Francis NS,,3 Round 1 BuZz DH Round 4 iZu BuZz Round 12 DH BuZz,1 Round 5 iZu Meteor stax,,,,,,,,58,0,1
Ivy NS,,2 Round 7 iZu DH Round 20 iZu DH,1 Round 8 DH Meteor stax,,,,,,,,41,0,0
