,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 12 FengF Kai Round 22 Biank LuoK1ng,,1 Round 7 FengF LuoK1ng Kai Biank,,,,,,,75,3,0
tex LEV,,4 Round 8 LuoK1ng Kai Round 9 heybay FengF Round 10 Biank FengF Round 14 FengF LuoK1ng,1 Round 15 Biank FengF heybay,1 Round 21 LuoK1ng FengF Kai heybay,,,1 Round 21 Kai heybay,,,,49,0,1
Mazino LEV,,4 Round 1 LuoK1ng FengF Round 3 Biank heybay Round 6 Kai FengF Round 14 heybay Biank,,,,,,,,,36,4,1
aspas LEV,,2 Round 16 Biank heybay Round 17 Biank heybay,4 Round 6 Biank LuoK1ng heybay Round 10 LuoK1ng Kai heybay Round 11 heybay Biank Kai Round 18 LuoK1ng FengF Kai,,,,,,,,88,0,0
kiNgg LEV,,2 Round 8 Biank heybay Round 22 FengF Kai,1 Round 12 Biank heybay LuoK1ng,,,1 Round 9 Kai,,,,,66,1,1
Biank TE,,1 Round 13 tex C0M,2 Round 2 kiNgg Mazino C0M Round 19 aspas kiNgg tex,,,1 Round 13 C0M,,,,,38,3,2
LuoK1ng TE,,3 Round 13 kiNgg Mazino Round 14 aspas kiNgg Round 20 C0M Mazino,,,,,,,,,29,0,0
heybay TE,,2 Round 6 C0M tex Round 12 tex Mazino,1 Round 1 Mazino tex C0M,,,1 Round 6 aspas,,,,,59,4,1
FengF TE,,3 Round 4 aspas tex Round 5 tex C0M Round 19 C0M Mazino,,,,,,,,,43,0,0
Kai TE,,3 Round 14 tex Mazino Round 15 kiNgg aspas Round 20 tex kiNgg,2 Round 9 C0M Mazino tex Round 21 aspas C0M Mazino,,,1 Round 14 Mazino,,,,,66,1,0
