,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 14 heybay Biank Round 17 heybay Biank,1 Round 13 LuoK1ng heybay FengF,,,,,,,,27,1,0
tex LEV,,2 Round 7 Biank heybay Round 9 LuoK1ng Kai,,,,,,,,,38,0,0
Mazino LEV,,4 Round 5 Biank FengF Round 8 Biank LuoK1ng Round 13 Kai Biank Round 14 Kai FengF,,,,,,,,,40,5,1
aspas LEV,,1 Round 4 LuoK1ng Biank,2 Round 1 LuoK1ng heybay FengF Round 2 Biank LuoK1ng heybay,,,,,,,,41,1,0
kiNgg LEV,,4 Round 1 Kai Biank Round 10 heybay FengF Round 12 Kai Biank Round 18 FengF LuoK1ng,,1 Round 16 Kai LuoK1ng FengF heybay,,,1 Round 16 heybay FengF,,,,69,1,2
Biank TE,,1 Round 6 aspas Mazino,2 Round 10 C0M kiNgg aspas Round 18 C0M tex kiNgg,,,2 Round 10 aspas Round 18 kiNgg,,,,,55,4,1
LuoK1ng TE,,4 Round 1 tex Mazino Round 6 tex C0M Round 7 aspas C0M Round 9 kiNgg Mazino,,,,,,,,,55,1,0
heybay TE,,2 Round 2 Mazino tex Round 9 C0M aspas,,,,,,,,,37,1,0
FengF TE,,5 Round 3 aspas Mazino Round 12 tex kiNgg Round 15 tex Mazino Round 16 tex Mazino Round 18 aspas Mazino,1 Round 13 aspas tex Mazino,1 Round 11 C0M tex aspas Mazino,,1 Round 2 C0M,,,,,75,0,2
Kai TE,,5 Round 2 kiNgg aspas Round 8 aspas tex Round 15 aspas kiNgg Round 16 aspas C0M Round 17 aspas tex,2 Round 5 tex kiNgg C0M Round 12 Mazino aspas C0M,,,,,,,,110,0,2
