,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,4 Round 1 Kai heybay Round 4 heybay Kai Round 5 FengF heybay Round 22 heybay LuoK1ng,1 Round 15 Kai LuoK1ng heybay,,,1 Round 15 heybay,,,,,55,0,0
tex LEV,,5 Round 2 FengF LuoK1ng tex Round 5 Biank LuoK1ng Round 10 FengF Kai Round 15 FengF Biank Round 19 LuoK1ng Biank,2 Round 9 Kai LuoK1ng Biank Round 21 FengF Biank LuoK1ng,,,1 Round 21 LuoK1ng,,,,,67,4,0
Mazino LEV,,1 Round 7 heybay FengF,,,,,,,,,36,3,0
aspas LEV,,2 Round 4 FengF LuoK1ng Round 19 Kai FengF,2 Round 10 heybay LuoK1ng Biank Round 16 FengF LuoK1ng Kai,,,,,,,,62,0,0
kiNgg LEV,,1 Round 3 Kai Biank,1 Round 20 Kai heybay Biank,,,,1 Round 20 Biank heybay,,,,25,0,0
Biank TE,,2 Round 1 kiNgg C0M Biank Round 20 aspas Mazino,,1 Round 6 aspas Mazino tex kiNgg,,1 Round 1 C0M,,,,,39,5,0
LuoK1ng TE,,1 Round 23 kiNgg C0M,1 Round 21 C0M Mazino aspas,1 Round 14 kiNgg aspas C0M tex,,,,,,,50,0,2
heybay TE,,1 Round 15 aspas tex,2 Round 9 tex Mazino aspas heybay Round 18 aspas tex C0M,,,,1 Round 9 Mazino aspas,,,,49,1,0
FengF TE,,4 Round 8 Mazino kiNgg Round 12 kiNgg Mazino Round 17 aspas C0M Round 18 Mazino kiNgg,,,,,,,,,56,1,0
Kai TE,,4 Round 1 tex Mazino Round 12 tex aspas Round 22 tex kiNgg Round 23 tex aspas,2 Round 11 kiNgg C0M tex Round 13 aspas tex kiNgg,,,,,,,,48,0,0
