,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,1 Round 7 heat havoc,2 Round 1 raafa heat Khalil Round 6 raafa pryze Khalil,,,1 Round 1 Khalil,,,,,56,0,0
jawgemo G2,,4 Round 6 havoc heat Round 12 havoc Khalil Round 13 havoc pryze Round 14 Khalil heat,,1 Round 5 heat Khalil raafa havoc,,,,,,,91,1,1
JonahP G2,,3 Round 15 raafa heat Round 17 raafa pryze Round 20 raafa heat,,,,,,,,,56,3,0
leaf G2,,4 Round 12 pryze heat Round 17 Khalil havoc Round 18 havoc raafa Round 19 raafa pryze,1 Round 8 havoc Khalil raafa,,,,1 Round 12 heat pryze,,,,70,0,0
trent G2,,,,,,,,,,,16,3,0
pryze FUR,,,1 Round 15 JonahP valyn trent,,,,,,,,26,3,0
Khalil FUR,,3 Round 1 leaf trent Round 15 leaf jawgemo Round 18 JonahP valyn,,,,1 Round 15 jawgemo,,,,,46,0,0
heat FUR,,4 Round 1 jawgemo JonahP Round 14 leaf valyn Round 17 leaf trent Round 19 trent leaf,,,,,,,,,63,0,0
havoc FUR,,3 Round 7 leaf JonahP Round 12 JonahP trent Round 16 valyn jawgemo,1 Round 4 trent valyn JonahP,1 Round 2 jawgemo valyn trent JonahP,,,,,,,56,0,1
raafa FUR,,2 Round 3 trent leaf Round 9 leaf valyn,,,,,,,,,44,1,0
