Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Bind,1,"""0-1""",GEN,Defenders,Defuse
2Bind,2,"""1-1""",DRX,Attackers,Elimination
2Bind,3,"""2-1""",DRX,Attackers,Spike Detonation
2Bind,4,"""3-1""",DRX,Attackers,Spike Detonation
2Bind,5,"""3-2""",GEN,Defenders,Elimination
2Bind,6,"""3-3""",GEN,Defenders,Elimination
2Bind,7,"""3-4""",GEN,Defenders,Time Expired
2Bind,8,"""3-5""",GEN,Defenders,Elimination
2Bind,9,"""4-5""",DRX,Attackers,Elimination
2Bind,10,"""4-6""",GEN,Defenders,Defuse
2Bind,11,"""5-6""",DRX,Attackers,Elimination
2Bind,12,"""5-7""",GEN,Defenders,Elimination
2Bind,13,"""5-8""",DRX,Attackers,Elimination
2Bind,14,"""5-9""",DRX,Attackers,Elimination
2Bind,15,"""5-10""",DRX,Attackers,Spike Detonation
2Bind,16,"""6-10""",GEN,Defenders,Defuse
2Bind,17,"""6-11""",DRX,Attackers,Elimination
2Bind,18,"""6-12""",DRX,Attackers,Elimination
2Bind,19,"""7-12""",GEN,Defenders,Defuse
2Bind,20,"""8-12""",GEN,Defenders,Defuse
2Bind,21,"""9-12""",GEN,Defenders,Elimination
2Bind,22,"""10-12""",GEN,Defenders,Defuse
2Bind,23,"""11-12""",GEN,Defenders,Elimination
2Bind,24,"""12-12""",GEN,Defenders,Defuse
2Bind,25,"""12-13""",GEN,Defenders,Defuse
2Bind,26,"""13-13""",GEN,Defenders,Defuse
2Bind,27,"""13-14""",GEN,Defenders,Defuse
2Bind,28,"""13-15""",DRX,Attackers,Elimination
