,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,,1 Round 5 Dambi Rb Persia,,,,,,,,29,1,0
MaKo DRX,,1 Round 11 Ivy Persia,,,,,,,,,48,0,0
Estrella DRX,,,1 Round 9 Persia Ivy Rb,,,,,,,,34,6,0
HYUNMIN DRX,,2 Round 2 Persia Ivy Round 17 Dambi Ivy,1 Round 7 Persia Rb Francis,1 Round 10 Rb Francis Ivy Persia,,,1 Round 10 Persia Ivy,,,,71,1,0
Flashback DRX,,1 Round 5 Ivy Francis,,,,,,,,,42,0,0
Rb NS,,1 Round 3 Estrella free1ng,1 Round 16 HYUNMIN Flashback MaKo,,,,,,,,49,4,0
Persia NS,,2 Round 1 MaKo HYUNMIN Round 4 HYUNMIN Flashback,1 Round 14 MaKo free1ng HYUNMIN,,,,,,,1 Round 5 MaKo Estrella free1ng HYUNMIN Flashback,47,0,1
Dambi NS,,4 Round 2 free1ng Flashback Round 3 HYUNMIN MaKo Round 4 Estrella free1ng Round 9 MaKo Estrella,1 Round 15 HYUNMIN free1ng MaKo,1 Round 17 Flashback MaKo free1ng Estrella,,,1 Round 9 MaKo Estrella,,,,100,0,1
Francis NS,,1 Round 1 Estrella free1ng,1 Round 2 HYUNMIN Estrella MaKo,1 Round 13 Estrella Flashback MaKo free1ng,,1 Round 2 MaKo,,,,,54,0,2
Ivy NS,,3 Round 9 free1ng HYUNMIN Round 10 free1ng MaKo Round 12 MaKo Estrella,1 Round 6 HYUNMIN Estrella free1ng,,,,,,,,37,0,0
