,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Famouz BME,,3 Round 7 d4v41 Jinggg Round 17 f0rsakeN something Round 19 d4v41 PatMen,,,,,,,,,47,0,0
BerserX BME,,5 Round 1 Jinggg f0rsakeN Round 3 something PatMen Round 12 Jinggg f0rsakeN Round 13 Jinggg d4v41 Round 21 d4v41 PatMen,1 Round 20 something Jinggg PatMen,,,1 Round 20 PatMen,,,,,52,1,1
NcSlasher BME,,2 Round 2 something d4v41 Round 16 f0rsakeN Jinggg,2 Round 10 something f0rsakeN PatMen Round 15 d4v41 Jinggg f0rsakeN,,,,,,,,47,3,0
Shiro BME,,2 Round 5 f0rsakeN something Round 16 d4v41 PatMen,1 Round 13 f0rsakeN something PatMen,,,,,,,,40,2,0
dos9 BME,,2 Round 1 something PatMen Round 14 Jinggg PatMen,1 Round 9 PatMen d4v41 Jinggg,,,1 Round 15 PatMen,,,,,52,2,1
Jinggg PRX,,3 Round 3 NcSlasher Famouz Round 5 BerserX Shiro Round 8 BerserX dos9,2 Round 7 dos9 NcSlasher BerserX Round 17 BerserX Shiro NcSlasher,,,,,,,,54,0,0
f0rsakeN PRX,,1 Round 3 BerserX dos9,1 Round 6 dos9 BerserX Shiro,,,,1 Round 3 dos9 BerserX,,,,55,0,1
d4v41 PRX,,,1 Round 18 NcSlasher dos9 BerserX,,,1 Round 10 NcSlasher,,,,,46,0,1
PatMen PRX,,4 Round 10 dos9 BerserX Round 11 NcSlasher BerserX Round 15 NcSlasher BerserX Round 20 NcSlasher Famouz,1 Round 9 Famouz Shiro NcSlasher,,,,,,,,55,5,2
something PRX,,3 Round 7 Shiro Famouz Round 14 Famouz BerserX Round 21 dos9 BerserX,1 Round 12 Famouz Shiro BerserX,,,3 Round 7 Famouz Round 9 dos9 Round 12 BerserX,,,,,60,1,0
