Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
adverso,KRÜ,Map_2_2Icebox,All,Sova,0.97,207,12,14,3,-2,56%,137,19%,2,2,0
keznit,KRÜ,Map_2_2Icebox,All,Jett,0.81,139,8,12,3,-4,61%,90,15%,3,2,+1
Mazino,KRÜ,Map_2_2Icebox,All,Harbor,0.79,183,11,14,4,-3,67%,112,33%,3,2,+1
Melser,KRÜ,Map_2_2Icebox,All,Viper,0.73,131,7,12,3,-5,78%,98,22%,1,2,-1
Shyy,KRÜ,Map_2_2Icebox,All,Killjoy,0.66,108,7,12,1,-5,56%,68,12%,0,1,-1
aspas,MIBR,Map_2_2Icebox,All,Jett,1.28,259,17,10,2,+7,72%,161,28%,2,2,0
artzin,MIBR,Map_2_2Icebox,All,Harbor,1.25,284,19,11,0,+8,72%,179,33%,3,2,+1
Verno,MIBR,Map_2_2Icebox,All,Sova,1.21,149,8,5,8,+3,83%,111,16%,1,2,-1
cortezia,MIBR,Map_2_2Icebox,All,Killjoy,1.06,151,11,8,2,+3,89%,109,22%,1,0,+1
xenom,MIBR,Map_2_2Icebox,All,Viper,0.76,155,9,11,3,-2,67%,106,20%,2,3,-1
adverso,KRÜ,Map_2_2Icebox,Attack,Sova,0.60,116,2,5,2,-3,67%,85,0%,0,1,-1
keznit,KRÜ,Map_2_2Icebox,Attack,Jett,0.64,124,3,4,0,-1,50%,72,33%,2,2,0
Mazino,KRÜ,Map_2_2Icebox,Attack,Harbor,1.26,181,4,3,1,+1,67%,106,38%,1,0,+1
Melser,KRÜ,Map_2_2Icebox,Attack,Viper,0.71,104,2,4,1,-2,67%,82,9%,0,0,0
Shyy,KRÜ,Map_2_2Icebox,Attack,Killjoy,1.03,104,3,3,0,0,50%,62,17%,0,0,0
aspas,MIBR,Map_2_2Icebox,Attack,Jett,1.51,302,13,7,1,+6,75%,186,27%,2,1,+1
artzin,MIBR,Map_2_2Icebox,Attack,Harbor,1.63,352,16,8,0,+8,67%,219,32%,2,1,+1
Verno,MIBR,Map_2_2Icebox,Attack,Sova,1.19,133,6,3,3,+3,75%,91,15%,0,2,-2
cortezia,MIBR,Map_2_2Icebox,Attack,Killjoy,0.82,110,5,6,1,-1,83%,71,14%,1,0,+1
xenom,MIBR,Map_2_2Icebox,Attack,Viper,0.76,154,5,7,2,-2,75%,115,18%,1,2,-1
adverso,KRÜ,Map_2_2Icebox,Defend,Sova,1.16,254,10,9,1,+1,50%,164,32%,2,1,+1
keznit,KRÜ,Map_2_2Icebox,Defend,Jett,0.90,148,5,8,3,-3,67%,99,10%,1,0,+1
Mazino,KRÜ,Map_2_2Icebox,Defend,Harbor,0.56,185,7,11,3,-4,67%,115,32%,2,2,0
Melser,KRÜ,Map_2_2Icebox,Defend,Viper,0.73,146,5,8,2,-3,83%,106,31%,1,2,-1
Shyy,KRÜ,Map_2_2Icebox,Defend,Killjoy,0.48,112,4,9,1,-5,58%,71,11%,0,1,-1
aspas,MIBR,Map_2_2Icebox,Defend,Jett,0.83,174,4,3,1,+1,67%,112,30%,0,1,-1
artzin,MIBR,Map_2_2Icebox,Defend,Harbor,0.48,151,3,3,0,0,83%,98,43%,1,1,0
Verno,MIBR,Map_2_2Icebox,Defend,Sova,1.24,183,2,2,5,0,100%,149,17%,1,0,+1
cortezia,MIBR,Map_2_2Icebox,Defend,Killjoy,1.54,233,6,2,1,+4,100%,186,33%,0,0,0
xenom,MIBR,Map_2_2Icebox,Defend,Viper,0.74,157,4,4,1,0,50%,87,25%,1,1,0
