,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,1 Round 10 NaturE icy,2 Round 7 Derrek yay supamen Round 14 icy yay supamen,,,1 Round 14 supamen,,,,,77,3,1
johnqt SEN,,3 Round 2 supamen NaturE Round 10 supamen yay Round 12 supamen yay,1 Round 1 Derrek icy supamen,,,,,,,,72,0,2
bang SEN,,4 Round 4 NaturE yay Round 5 yay NaturE Round 11 NaturE yay Round 15 yay NaturE,,,,,,,,,49,0,1
zekken SEN,,3 Round 4 icy supamen Round 15 icy supamen Round 16 yay supamen,4 Round 3 icy NaturE Derrek Round 5 icy supamen Derrek Round 6 NaturE Derrek yay Round 9 yay NaturE supamen,1 Round 17 supamen NaturE icy yay,,,1 Round 17 yay icy,,,,99,0,0
N4RRATE SEN,,1 Round 12 icy NaturE,,,,,,,,,32,1,0
supamen EG,,1 Round 1 zekken N4RRATE,,,,,,,,,27,1,0
yay EG,,3 Round 3 Zellsis zekken Round 11 johnqt N4RRATE Round 17 johnqt bang,,,,,1 Round 3 Zellsis zekken,,,,63,1,0
Derrek EG,,,,2 Round 10 bang Zellsis johnqt N4RRATE Round 13 zekken bang johnqt Zellsis,,,1 Round 10 N4RRATE johnqt,,,,51,2,0
NaturE EG,,,,,,,,,,,30,3,1
icy EG,,1 Round 14 zekken bang,,,,,,,,,27,0,0
