,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,3 Round 4 HYUNMIN Flashback Round 7 MaKo HYUNMIN Round 22 Flashback MaKo,,,,1 Round 11 BeYN,,,,,38,0,1
nAts TL,,1 Round 19 BeYN Flashback,2 Round 7 Flashback BeYN free1ng Round 12 Flashback free1ng MaKo,,,,,,,,59,0,1
trexx TL,,,1 Round 3 BeYN HYUNMIN MaKo,,,,,,,,31,4,0
keiko TL,,2 Round 10 HYUNMIN MaKo Round 11 MaKo free1ng,,1 Round 14 HYUNMIN BeYN MaKo Flashback,,,1 Round 13 Flashback MaKo,,,,48,1,1
kamo TL,,2 Round 6 MaKo HYUNMIN Round 15 BeYN Flashback,2 Round 2 Flashback free1ng HYUNMIN Round 19 free1ng HYUNMIN MaKo,,,,,,,,42,1,0
free1ng DRX,,1 Round 7 trexx paTiTek,1 Round 5 kamo keiko trexx,,,,,,,,44,0,0
MaKo DRX,,2 Round 9 paTiTek keiko Round 22 keiko kamo,2 Round 13 nAts kamo paTiTek MaKo Round 16 paTiTek kamo trexx,,,,1 Round 22 paTiTek nAts,,,,61,5,2
BeYN DRX,,2 Round 8 kamo trexx Round 20 kamo trexx,1 Round 12 trexx kamo nAts,1 Round 21 kamo keiko trexx paTiTek,,,,,,,59,4,0
HYUNMIN DRX,,2 Round 10 paTiTek kamo Round 11 kamo keiko,1 Round 1 paTiTek trexx kamo,,,,,,,,48,0,0
Flashback DRX,,1 Round 19 trexx kamo,2 Round 17 kamo keiko nAts Round 23 nAts trexx keiko,,,,,,,,47,0,0
