,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,1 Round 4 free1ng Flashback,1 Round 15 Flashback HYUNMIN free1ng,,,,,,,,50,0,1
nAts TL,,,,,,,,,,,18,1,0
trexx TL,,2 Round 5 HYUNMIN BeYN Round 11 HYUNMIN Flashback,2 Round 3 MaKo Flashback BeYN Round 18 free1ng HYUNMIN BeYN,,,,,,,,47,4,1
keiko TL,,4 Round 8 Flashback BeYN Round 9 HYUNMIN Flashback Round 15 BeYN MaKo Round 19 BeYN free1ng,1 Round 10 HYUNMIN BeYN free1ng,,,1 Round 5 MaKo,,,,,54,0,1
kamo TL,,2 Round 5 free1ng Flashback Round 17 MaKo BeYN,2 Round 9 MaKo free1ng BeYN Round 12 HYUNMIN MaKo free1ng,,,,,,,,71,0,1
free1ng DRX,,2 Round 1 keiko paTiTek Round 20 kamo nAts,,,,,,,,,44,0,0
MaKo DRX,,5 Round 5 paTiTek kamo Round 13 kamo paTiTek Round 16 paTiTek keiko Round 18 nAts trexx Round 19 nAts trexx,1 Round 21 trexx keiko nAts,,,,1 Round 18 trexx nAts,,,,74,3,1
BeYN DRX,,1 Round 18 keiko paTiTek,,,,1 Round 3 trexx,,,,,41,4,0
HYUNMIN DRX,,3 Round 4 trexx keiko Round 8 paTiTek trexx Round 13 nAts keiko,,,,,,,,,39,2,2
Flashback DRX,,5 Round 1 nAts trexx Round 3 kamo keiko Round 5 trexx nAts Round 7 kamo keiko Round 20 keiko paTiTek,2 Round 6 keiko kamo paTiTek Round 14 keiko paTiTek nAts,,,,,,,,55,1,0
