,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,3 Round 14 SugarZ3ro Dep Round 15 TenTen Xdll Round 18 TenTen CLZ,2 Round 4 SugarZ3ro TenTen Xdll Round 9 CLZ Xdll SugarZ3ro,1 Round 5 Dep CLZ Xdll TenTen,,,,,1 Round 5 Dep Xdll CLZ TenTen,,97,3,1
Killua TLN,,3 Round 1 SugarZ3ro Xdll Round 6 Xdll CLZ Round 15 CLZ SugarZ3ro,,,,,,,,,39,7,0
JitBoyS TLN,,2 Round 8 Xdll Dep Round 17 TenTen CLZ,,,,1 Round 10 Xdll,,,,,46,0,0
primmie TLN,,5 Round 1 TenTen Dep Round 3 TenTen Xdll Round 6 Dep SugarZ3ro Round 11 Xdll TenTen Round 13 TenTen CLZ,2 Round 10 CLZ SugarZ3ro Xdll Round 16 SugarZ3ro Xdll CLZ,,,,1 Round 6 Dep SugarZ3ro,,,,72,1,1
thyy TLN,,2 Round 3 SugarZ3ro Dep Round 19 Dep TenTen,,1 Round 2 SugarZ3ro CLZ TenTen Xdll,,,,,,,38,0,0
Dep ZETA,,7 Round 4 thyy Killua Round 6 Crws thyy Round 7 Crws JitBoyS Round 8 primmie Killua Round 9 primmie JitBoyS Round 13 JitBoyS primmie Round 17 Killua thyy,,,,1 Round 13 primmie,,,,,65,2,0
CLZ ZETA,,3 Round 8 Crws JitBoyS Round 12 Killua JitBoyS Round 16 Killua JitBoyS,,,,1 Round 8 JitBoyS,,,,,35,2,1
SugarZ3ro ZETA,,3 Round 6 Killua JitBoyS Round 9 thyy Killua Round 12 primmie Crws,1 Round 7 thyy primmie Killua,1 Round 18 Crws Killua primmie thyy,,,,,,,60,0,1
Xdll ZETA,,1 Round 10 Crws primmie,2 Round 5 thyy primmie Killua Round 19 Crws thyy Killua,,,1 Round 18 JitBoyS,,,,,39,0,0
TenTen ZETA,,1 Round 14 Killua JitBoyS,,,,1 Round 9 Crws,,,,,47,0,1
