,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
C0M LEV,,2 Round 14 Virtyy RobbieBk Round 21 Virtyy RobbieBk,,,,1 Round 17 Virtyy,,,,,38,0,0
tex LEV,,4 Round 12 RobbieBk cauanzin Round 16 RobbieBk cauanzin Round 17 lukxo pANcada Round 21 cauanzin lukxo,,,,,,,,,40,8,1
Okeanos LEV,,4 Round 1 Virtyy RobbieBk Round 4 RobbieBk lukxo Round 7 Virtyy pANcada Round 12 pANcada lukxo,1 Round 15 cauanzin RobbieBk Virtyy,,,,,,,,48,0,1
kiNgg LEV,,1 Round 22 cauanzin Virtyy,,,,,,,,,41,1,0
Sato LEV,,5 Round 1 lukxo cauanzin Round 11 cauanzin Virtyy Round 13 cauanzin Virtyy Round 16 pANcada lukxo Round 17 cauanzin RobbieBk,3 Round 4 cauanzin pANcada Virtyy Round 20 Virtyy pANcada lukxo Round 23 RobbieBk lukxo pANcada,,1 Round 9 Virtyy lukxo cauanzin RobbieBk pANcada,,,,,,85,0,1
pANcada LOUD,,2 Round 3 Sato kiNgg Round 18 tex kiNgg,,,,1 Round 21 C0M,,,,,28,2,1
Virtyy LOUD,,4 Round 5 C0M tex Round 8 C0M Okeanos Round 10 Okeanos tex Round 23 C0M Okeanos,4 Round 2 C0M Okeanos Sato Round 11 tex Okeanos kiNgg Round 17 kiNgg tex C0M Round 19 Sato C0M kiNgg,,,,,,,,66,1,0
RobbieBk LOUD,,,1 Round 7 Okeanos C0M kiNgg,,,,,,,,52,0,0
cauanzin LOUD,,2 Round 7 Sato tex Round 18 Sato C0M,,,,,,,,,31,7,0
lukxo LOUD,,5 Round 9 tex Okeanos Round 12 Sato kiNgg Round 13 Sato Okeanos Round 17 Sato Okeanos Round 21 Sato Okeanos,,,,,,,,,66,0,0
