,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,3 Round 11 ceNder Kicks Round 13 trexx runneR Round 17 ceNder Kicks,,,,,1 Round 13 runneR ceNder,,,,41,2,1
Governor TLN,,4 Round 3 Kicks Sayf Round 4 runneR Kicks Round 10 Sayf Kicks Round 11 Sayf runneR,,,,,,,,,46,1,0
ban TLN,,3 Round 7 runneR trexx Round 12 runneR Sayf Round 21 trexx Sayf,1 Round 14 runneR Sayf trexx,,,,1 Round 12 runneR Sayf,,,,59,0,1
JitBoyS TLN,,1 Round 3 runneR trexx,,,,,,,,,42,0,0
primmie TLN,,2 Round 2 runneR trexx primmie Round 7 ceNder Kicks,4 Round 4 trexx Sayf ceNder Round 8 Sayf runneR Kicks Round 12 ceNder trexx Kicks Round 16 Sayf Kicks trexx,,,1 Round 16 trexx,,,,,72,0,0
Sayf VIT,,1 Round 5 Governor JitBoyS,3 Round 6 Governor primmie Crws Sayf Round 7 Crws JitBoyS ban Round 21 Governor primmie Crws,1 Round 19 ban Crws Governor primmie,,2 Round 5 JitBoyS Round 7 ban,,,,,71,1,0
trexx VIT,,,1 Round 9 primmie Governor JitBoyS,,,,,,,,43,1,0
ceNder VIT,,2 Round 2 Governor Crws Round 14 Governor primmie,1 Round 13 primmie JitBoyS Crws ceNder,1 Round 20 ban primmie Crws JitBoyS,,1 Round 14 primmie,,,,,45,0,1
Kicks VIT,,5 Round 3 primmie Crws Round 5 primmie Crws Round 8 Crws ban Round 12 Crws JitBoyS Round 14 ban Crws,1 Round 18 Governor ban Crws,,,,1 Round 2 ban primmie,,,,51,5,0
runneR VIT,,2 Round 9 Crws ban Round 12 primmie Governor,1 Round 17 Governor ban primmie,1 Round 15 primmie Crws Governor JitBoyS,,,,,,,66,1,0
