,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,1 Round 7 ban Governor,,,,,1 Round 7 Governor ban,,,,31,3,2
BuZz T1,,2 Round 7 primmie Crws Round 11 JitBoyS ban,3 Round 1 JitBoyS Crws ban Round 4 ban Crws primmie Round 9 primmie JitBoyS ban,,,,,,,,71,1,0
Sylvan T1,,3 Round 2 Governor JitBoyS Round 15 Governor JitBoyS Round 18 Crws Governor,,1 Round 12 Governor ban Crws JitBoyS,,,,,,,77,1,0
Meteor T1,,3 Round 2 Crws primmie Round 3 Governor primmie Round 15 ban Crws,1 Round 10 ban JitBoyS Crws,,,,,,,,78,0,0
iZu T1,,2 Round 13 JitBoyS ban Round 18 primmie ban,,,,1 Round 4 primmie,,,,,80,0,2
Crws TLN,,2 Round 13 stax Meteor Round 14 stax Meteor,,,,,,,,,42,4,0
Governor TLN,,2 Round 1 Sylvan BuZz Round 4 Sylvan stax,,,,,,,,,25,0,1
ban TLN,,1 Round 7 iZu BuZz,,,,,,,,,39,0,0
JitBoyS TLN,,3 Round 6 stax Meteor Round 10 Sylvan stax Round 17 Sylvan stax,,,,,1 Round 6 Meteor Sylvan,,,,39,1,0
primmie TLN,,3 Round 4 Meteor BuZz Round 13 Sylvan iZu Round 17 Meteor BuZz,1 Round 5 stax BuZz Meteor,,,,,,,,63,1,1
