,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,1 Round 5 HYUNMIN Flashback,,1 Round 17 BeYN Flashback free1ng HYUNMIN,,,,1 Round 17 free1ng Flashback HYUNMIN,,,45,6,0
t3xture GEN,,5 Round 3 Flashback BeYN Round 6 HYUNMIN MaKo Round 13 BeYN HYUNMIN Round 14 Flashback MaKo Round 18 HYUNMIN MaKo,1 Round 2 HYUNMIN MaKo free1ng,1 Round 4 HYUNMIN Flashback BeYN MaKo,,,,,,,43,0,0
Foxy9 GEN,,1 Round 21 HYUNMIN BeYN,1 Round 15 Flashback MaKo free1ng,,,,,,,,30,0,0
yoman GEN,,4 Round 1 Flashback free1ng Round 14 free1ng HYUNMIN Round 18 free1ng Flashback Round 21 free1ng MaKo,,,,,,,,,49,0,1
Karon GEN,,3 Round 1 BeYN MaKo Round 20 Flashback free1ng Round 22 HYUNMIN BeYN,,,1 Round 16 free1ng Flashback HYUNMIN MaKo BeYN,,,,,,40,2,0
free1ng DRX,,3 Round 6 Munchkin t3xture Round 17 t3xture yoman Round 22 Foxy9 yoman,1 Round 3 Munchkin Karon t3xture,,,,,,,,74,5,1
MaKo DRX,,1 Round 5 yoman Foxy9,,1 Round 7 Munchkin Karon yoman t3xture,,1 Round 3 Foxy9,,,,,63,1,0
BeYN DRX,,5 Round 5 Munchkin Karon Round 9 t3xture Karon Round 12 t3xture Foxy9 Round 17 Foxy9 Karon Round 19 t3xture Munchkin,2 Round 8 yoman Munchkin t3xture Round 15 Karon Foxy9 Munchkin,,,,,,,,104,3,1
HYUNMIN DRX,,4 Round 8 Karon Foxy9 Round 12 Karon yoman Round 19 Foxy9 yoman Round 20 Foxy9 Munchkin,,1 Round 10 yoman Munchkin t3xture Foxy9,,,,,,,67,0,0
Flashback DRX,,2 Round 6 yoman Foxy9 Round 15 t3xture yoman,1 Round 22 t3xture Munchkin Karon,,,,,,,,42,0,0
