Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
mazin,MIBR,All_Maps,All,"Omen, Viper",1.18,244,35,29,15,+6,71%,156,31%,6,2,+4
artzin,MIBR,All_Maps,All,"Yoru, Gekko",1.06,229,34,30,13,+4,69%,144,34%,7,3,+4
ShahZaM,MIBR,All_Maps,All,Sova,0.91,173,23,29,14,-6,74%,124,24%,3,4,-1
liazzi,MIBR,All_Maps,All,Killjoy,0.65,140,21,30,6,-9,67%,104,31%,1,3,-2
Pa1nt,MIBR,All_Maps,All,"Iso, Jett",0.53,141,19,35,12,-16,64%,101,24%,4,9,-5
kiNgg,LEV,All_Maps,All,"Omen, Viper",1.27,232,34,24,16,+10,69%,158,26%,6,3,+3
aspas,LEV,All_Maps,All,Jett,1.17,206,32,24,8,+8,74%,144,31%,7,5,+2
Mazino,LEV,All_Maps,All,"Kayo, Harbor",1.15,221,31,29,21,+2,76%,150,27%,2,6,-4
tex,LEV,All_Maps,All,Killjoy,1.07,198,29,28,5,+1,64%,143,30%,4,6,-2
C0M,LEV,All_Maps,All,Sova,1.06,185,27,27,12,0,71%,130,23%,2,1,+1
mazin,MIBR,All_Maps,Attack,"Omen, Viper",1.23,280,22,18,10,+4,71%,181,36%,1,2,-1
artzin,MIBR,All_Maps,Attack,"Yoru, Gekko",1.05,265,22,20,5,+2,71%,162,33%,7,2,+5
ShahZaM,MIBR,All_Maps,Attack,Sova,1.01,186,15,17,9,-2,71%,129,21%,1,1,0
liazzi,MIBR,All_Maps,Attack,Killjoy,0.48,121,11,20,2,-9,54%,95,29%,0,2,-2
Pa1nt,MIBR,All_Maps,Attack,"Iso, Jett",0.34,108,6,21,9,-15,63%,78,17%,1,7,-6
kiNgg,LEV,All_Maps,Attack,"Omen, Viper",0.96,174,10,12,9,-2,67%,129,32%,1,1,0
aspas,LEV,All_Maps,Attack,Jett,0.80,169,10,13,2,-3,72%,112,18%,3,3,0
Mazino,LEV,All_Maps,Attack,"Kayo, Harbor",1.14,206,13,10,5,+3,72%,127,28%,1,4,-3
tex,LEV,All_Maps,Attack,Killjoy,0.89,168,10,12,1,-2,67%,116,23%,2,3,-1
C0M,LEV,All_Maps,Attack,Sova,1.46,218,14,9,4,+5,78%,156,24%,0,0,0
mazin,MIBR,All_Maps,Defend,"Omen, Viper",1.11,197,13,11,5,+2,72%,122,25%,5,0,+5
artzin,MIBR,All_Maps,Defend,"Yoru, Gekko",1.07,181,12,10,8,+2,67%,120,35%,0,1,-1
ShahZaM,MIBR,All_Maps,Defend,Sova,0.77,157,8,12,5,-4,78%,118,28%,2,3,-1
liazzi,MIBR,All_Maps,Defend,Killjoy,0.87,170,10,10,4,0,83%,116,33%,1,1,0
Pa1nt,MIBR,All_Maps,Defend,"Iso, Jett",0.77,187,13,14,3,-1,67%,133,32%,3,2,+1
kiNgg,LEV,All_Maps,Defend,"Omen, Viper",1.51,269,24,12,7,+12,71%,180,23%,5,2,+3
aspas,LEV,All_Maps,Defend,Jett,1.44,231,22,11,6,+11,75%,169,41%,4,2,+2
Mazino,LEV,All_Maps,Defend,"Kayo, Harbor",1.16,239,18,19,16,-1,79%,168,26%,1,2,-1
tex,LEV,All_Maps,Defend,Killjoy,1.20,228,19,16,4,+3,63%,164,35%,2,3,-1
C0M,LEV,All_Maps,Defend,Sova,0.76,157,13,18,8,-5,67%,110,22%,2,1,+1
