,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,1 Round 18 Asuna Cryocells,1 Round 8 eeiu Cryocells zander,,,,,,,,43,2,0
johnqt SEN,,5 Round 5 Asuna Boostio Round 9 Boostio eeiu Round 11 Asuna Cryocells Round 20 eeiu Boostio Round 22 Boostio eeiu,,,,,,,,,63,0,0
bang SEN,,5 Round 1 Boostio Cryocells Round 9 Asuna Cryocells Round 10 Cryocells Boostio Round 14 zander eeiu Round 15 eeiu Asuna,1 Round 7 Boostio Cryocells zander,,,,,,,,66,0,1
zekken SEN,,4 Round 3 Boostio Cryocells Round 6 Cryocells eeiu Round 10 Asuna zander Round 15 Cryocells Zellsis,2 Round 13 Asuna eeiu Cryocells Round 21 Asuna Boostio eeiu,,,,,,,,59,0,1
N4RRATE SEN,,4 Round 3 zander Asuna Round 5 zander eeiu Round 6 Asuna zander Round 20 zander Cryocells,1 Round 12 Boostio zander Cryocells,,,,,,,,57,6,0
Asuna 100T,,1 Round 17 bang johnqt,2 Round 2 bang zekken johnqt Round 7 zekken bang johnqt,1 Round 4 zekken Zellsis N4RRATE johnqt,,1 Round 8 Zellsis,,,,,63,1,0
Boostio 100T,,1 Round 22 N4RRATE bang,2 Round 3 N4RRATE johnqt bang Round 18 Zellsis N4RRATE johnqt,,,,,,,,44,5,0
eeiu 100T,,,,1 Round 1 N4RRATE zekken Zellsis bang,,,,,,,37,0,0
Cryocells 100T,,2 Round 8 bang N4RRATE Round 9 N4RRATE zekken,1 Round 16 zekken Zellsis bang,,,1 Round 3 zekken,,,,,42,0,0
zander 100T,,2 Round 11 zekken johnqt Round 15 zekken bang,,,,,,,,,35,0,0
