,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Knight BLG,,4 Round 1 Serial paTiTek Round 17 penny Serial Round 27 penny keiko Round 28 kamo Serial,1 Round 10 paTiTek Serial keiko,,,,,,,,46,4,1
whzy BLG,,7 Round 5 paTiTek keiko Round 6 keiko paTiTek Round 7 penny kamo Round 11 paTiTek kamo Round 15 kamo penny Round 16 paTiTek keiko Round 19 paTiTek kamo,2 Round 12 paTiTek Serial keiko Round 26 kamo Serial paTiTek,,,,,,,,56,0,1
nephh BLG,,2 Round 11 Serial penny Round 29 kamo keiko,2 Round 5 kamo Serial penny Round 7 Serial paTiTek keiko,,,,1 Round 5 penny Serial,,,,47,6,0
Levius BLG,,2 Round 21 penny keiko Round 27 Serial paTiTek,,1 Round 3 kamo penny Serial keiko,,,,,,,38,0,0
rushia BLG,,4 Round 17 kamo paTiTek Round 19 penny Serial Round 20 kamo keiko Round 21 paTiTek kamo,1 Round 8 penny kamo Serial,,,,,,,,48,2,0
paTiTek TL,,,,,,,,,,,18,4,0
penny TL,,8 Round 1 Levius Knight Round 3 nephh rushia Round 6 nephh Levius Round 11 rushia Levius Round 23 Levius rushia Round 27 rushia Levius Round 28 nephh Knight Round 29 Levius nephh,2 Round 20 rushia whzy nephh Round 24 Levius rushia nephh,,,1 Round 28 Knight,1 Round 20 nephh whzy,,,,74,5,3
keiko TL,,7 Round 1 whzy nephh Round 2 whzy nephh Round 4 whzy Knight Round 5 Knight Levius Round 9 nephh Levius Round 15 whzy Levius Round 22 rushia whzy,1 Round 18 whzy Levius Knight,,,,,,,,47,0,0
kamo TL,,5 Round 6 rushia Knight Round 14 nephh rushia Round 15 Knight nephh Round 22 nephh Levius Round 28 whzy rushia,3 Round 13 Levius nephh rushia Round 23 nephh whzy Knight Round 25 whzy Knight nephh,,,,,,,,46,0,0
Serial TL,,3 Round 2 Knight rushia Round 9 Knight whzy Round 12 rushia nephh,2 Round 29 rushia Knight whzy Round 30 rushia Knight Levius,,,1 Round 30 Levius,,,,,47,2,0
