,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Knight BLG,,2 Round 4 kamo paTiTek Round 16 kamo keiko,1 Round 6 penny kamo Serial,,,,,,,,62,0,0
whzy BLG,,5 Round 7 keiko Serial Round 12 Serial kamo Round 13 paTiTek keiko Round 22 keiko penny Round 23 penny keiko,,,,,,,,,46,0,0
nephh BLG,,2 Round 6 keiko paTiTek Round 7 kamo penny,1 Round 10 kamo paTiTek keiko nephh,,,,1 Round 10 paTiTek keiko,,,,53,6,1
Levius BLG,,5 Round 11 kamo paTiTek Round 12 keiko paTiTek Round 15 keiko paTiTek Round 16 Serial paTiTek Round 22 kamo Serial,,,,,,,,,52,1,0
rushia BLG,,1 Round 3 keiko kamo,1 Round 14 Serial paTiTek keiko,1 Round 9 kamo keiko paTiTek Serial,,,,,,,69,1,1
paTiTek TL,,4 Round 4 whzy rushia Round 10 rushia Levius Round 20 whzy nephh Round 23 Levius Knight,1 Round 8 whzy rushia Levius,,,,,,,,66,5,0
penny TL,,1 Round 20 Levius rushia,,,,,,,,,29,1,0
keiko TL,,1 Round 9 nephh Knight,,,,,,,,,37,1,1
kamo TL,,1 Round 18 rushia nephh,2 Round 2 nephh Knight rushia Round 5 rushia whzy nephh,,,,,,,,48,0,0
Serial TL,,3 Round 2 Levius whzy Round 4 Knight Levius Round 17 whzy nephh,1 Round 1 Levius Knight nephh,1 Round 15 whzy Levius nephh Knight,,,1 Round 4 Knight Levius,1 Round 15 Knight Levius nephh,,,55,0,1
