,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
ANGE1 NAVI,,3 Round 3 Boo RieNs Round 7 Boo Wo0t Round 9 Boo Wo0t,,,,,,,,,54,4,0
Shao NAVI,,1 Round 9 MiniBoo benjyfishy,,,,,,,,,49,5,0
koalanoob NAVI,,2 Round 4 Boo benjyfishy Round 8 Boo benjyfishy,,1 Round 15 RieNs MiniBoo Wo0t benjyfishy,,,,,,,34,1,0
Ruxic NAVI,,,,,,1 Round 15 Boo,,,,,39,0,1
hiro NAVI,,,,,,,,,,,22,1,0
Boo TH,,3 Round 6 hiro koalanoob Round 15 hiro koalanoob Round 16 koalanoob Ruxic,,,,,,,,,46,2,0
RieNs TH,,2 Round 7 Ruxic koalanoob Round 12 ANGE1 koalanoob,1 Round 14 koalanoob hiro Ruxic,1 Round 1 koalanoob hiro Ruxic ANGE1,,,,,,,61,0,2
MiniBoo TH,,3 Round 3 Shao hiro Round 8 Shao ANGE1 Round 14 Shao ANGE1,3 Round 2 koalanoob Shao Ruxic Round 10 hiro Shao ANGE1 Round 13 koalanoob hiro Ruxic,,,,,,,,64,1,2
Wo0t TH,,2 Round 8 hiro koalanoob Round 16 Shao ANGE1,3 Round 5 Shao Ruxic hiro Round 6 Ruxic ANGE1 Shao Round 11 hiro Ruxic ANGE1,,,,,,,,76,0,1
benjyfishy TH,,4 Round 3 Ruxic ANGE1 Round 7 hiro Shao Round 12 hiro Shao Round 13 Shao ANGE1,,,,,1 Round 7 hiro Shao,,,,47,0,4
