,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,,,,1 Round 10 stax DH iZu BuZz Meteor,,,,,,36,0,0
Kushy RRQ,,1 Round 8 BuZz DH,,1 Round 18 stax Meteor BuZz iZu,,,1 Round 18 iZu BuZz,,,,54,4,1
xffero RRQ,,5 Round 4 Meteor BuZz Round 5 BuZz DH Round 9 iZu DH Round 14 iZu Meteor Round 17 iZu DH,1 Round 1 iZu DH BuZz,,,1 Round 17 DH,,,,,81,1,0
Monyet RRQ,,5 Round 1 stax Meteor Round 4 iZu DH Round 5 Meteor stax Round 9 BuZz Meteor Round 20 iZu stax,,,,,,,,,62,0,2
Jemkin RRQ,,6 Round 3 stax DH Round 6 iZu stax Round 13 stax Meteor Round 15 DH BuZz Round 19 stax iZu Round 20 Meteor BuZz,,,,,,,,,54,1,1
stax T1,,,1 Round 15 Monyet Kushy Jemkin,,,,,,,,51,7,0
BuZz T1,,,1 Round 12 crazyguy Jemkin Kushy,,,,,,,,29,1,0
Meteor T1,,,1 Round 11 xffero Monyet crazyguy,,,,,,,,26,0,0
iZu T1,,2 Round 6 xffero crazyguy Round 7 xffero Monyet,1 Round 3 crazyguy Monyet Jemkin,,,,,,,,60,0,0
DH T1,,2 Round 1 Kushy crazyguy Round 7 Jemkin crazyguy,2 Round 2 Kushy Jemkin crazyguy Round 17 Monyet Jemkin Kushy,,,,,,,,61,1,0
