,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
supamen EG,,2 Round 6 kiNgg Mazino Round 12 Mazino kiNgg,,,,,,,,,38,0,0
Derrek EG,,1 Round 11 tex aspas,,,,,,,,,34,6,0
jawgemo EG,,1 Round 4 C0M tex,,,1 Round 7 aspas C0M tex kiNgg Mazino,,1 Round 7 Mazino kiNgg,,,,41,0,0
NaturE EG,,,,,,,,,,,25,2,0
Apoth EG,,2 Round 3 kiNgg Mazino Round 11 C0M kiNgg,2 Round 4 Mazino kiNgg aspas Round 12 tex C0M aspas,,,,,,,,55,0,0
C0M LEV,,4 Round 7 Apoth supamen Round 12 supamen supamen Round 14 supamen Apoth Round 18 Derrek supamen,1 Round 15 NaturE supamen Derrek,,,,,,,,75,2,2
tex LEV,,,1 Round 2 NaturE Apoth supamen,,,,,,,,37,0,1
Mazino LEV,,4 Round 1 Derrek Apoth Round 5 Derrek NaturE Round 9 Derrek Apoth Round 17 Apoth Derrek,1 Round 8 Apoth jawgemo supamen,1 Round 6 Apoth jawgemo Derrek NaturE,,,,,,,81,4,0
aspas LEV,,4 Round 7 supamen NaturE Round 14 Derrek jawgemo Round 16 Apoth jawgemo Round 18 NaturE jawgemo,3 Round 4 NaturE supamen jawgemo Round 10 supamen Derrek jawgemo Round 13 jawgemo Derrek NaturE,,,,,,,,86,0,0
kiNgg LEV,,3 Round 1 jawgemo supamen Round 10 NaturE Apoth Round 16 supamen Derrek,2 Round 5 Apoth jawgemo supamen Round 17 supamen jawgemo NaturE,,,,,,,,80,0,1
