,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Knight BLG,,3 Round 2 cortezia artzin Round 5 artzin aspas Round 6 cortezia Verno,,,,,,,,,52,1,2
whzy BLG,,1 Round 21 xenom cortezia,,1 Round 12 artzin aspas xenom cortezia,,,,,,,34,0,0
nephh BLG,,2 Round 8 cortezia xenom Round 9 Verno cortezia,1 Round 16 aspas Verno xenom,,,,,,,,52,3,1
Levius BLG,,3 Round 6 artzin xenom Round 7 xenom cortezia Round 16 artzin cortezia,1 Round 11 aspas artzin Verno,,,,,,,,57,0,0
rushia BLG,,3 Round 7 aspas Verno Round 8 artzin Verno Round 21 Verno aspas,,,,,,,,,40,0,1
cortezia MIBR,,2 Round 1 Knight nephh Round 20 Levius Knight,2 Round 5 whzy rushia Levius Round 19 rushia nephh Knight,,,,,,,,53,1,0
artzin MIBR,,3 Round 14 whzy Knight Round 19 whzy Levius Round 22 rushia Knight,1 Round 9 rushia nephh Levius,,,,,,,,58,2,0
aspas MIBR,,6 Round 3 whzy rushia Round 4 rushia nephh Round 10 rushia Levius Round 13 Levius nephh Round 17 Levius rushia Round 22 whzy nephh,,,1 Round 15 whzy nephh Knight rushia Levius,,,,,,63,0,1
xenom MIBR,,1 Round 18 nephh Levius,1 Round 17 whzy nephh Knight,,,,,,,,35,2,0
Verno MIBR,,6 Round 1 whzy Levius Round 2 rushia Levius Round 11 rushia Knight Round 14 nephh rushia Round 16 whzy Knight Round 18 whzy Knight,,,,,,,,,56,4,1
