,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,3 Round 8 Serial paTiTek Round 13 keiko Serial Round 14 keiko Serial,1 Round 3 kamo Serial nAts,,,,,,,,68,2,0
f0rsakeN PRX,,1 Round 10 keiko paTiTek,1 Round 15 keiko nAts kamo,,,,,,,,55,0,0
d4v41 PRX,,1 Round 11 keiko Serial,,1 Round 12 paTiTek kamo nAts keiko,,,,,,,53,4,0
PatMen PRX,,4 Round 4 keiko Serial Round 11 paTiTek kamo Round 15 paTiTek Serial Round 17 keiko Serial,1 Round 16 keiko kamo paTiTek,,,,,,,,68,1,1
something PRX,,1 Round 7 kamo paTiTek,,,,,,,,,45,2,0
paTiTek TL,,1 Round 8 f0rsakeN d4v41,1 Round 2 d4v41 f0rsakeN something,,,,,,,,51,1,0
nAts TL,,1 Round 17 d4v41 Jinggg,,,,,,,,,34,0,2
keiko TL,,1 Round 9 f0rsakeN PatMen,1 Round 1 Jinggg f0rsakeN d4v41,,,,,,,,46,0,0
kamo TL,,3 Round 2 PatMen Jinggg Round 6 PatMen something Round 9 Jinggg d4v41,,,,,,,,,51,0,0
Serial TL,,1 Round 7 d4v41 something,,,,,,,,,35,0,0
