,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,6 Round 6 keiko paTiTek Round 9 kamo penny Round 13 penny kamo Round 15 kamo penny Round 16 kamo penny Round 24 keiko paTiTek,2 Round 5 penny keiko nAts Round 8 nAts penny keiko,,,,,,,,61,1,0
f0rsakeN PRX,,3 Round 4 penny paTiTek Round 25 nAts paTiTek Round 26 kamo paTiTek,1 Round 10 kamo nAts paTiTek,,,1 Round 25 paTiTek,,,,,49,2,1
d4v41 PRX,,1 Round 22 kamo nAts,2 Round 3 nAts penny kamo Round 12 keiko kamo paTiTek,1 Round 11 penny nAts paTiTek kamo,,,,,,,54,0,3
PatMen PRX,,7 Round 1 nAts kamo Round 2 penny keiko Round 5 kamo paTiTek Round 9 nAts keiko Round 10 penny keiko Round 15 keiko nAts Round 18 penny kamo,,,,,,,,,59,2,0
something PRX,,3 Round 4 nAts keiko Round 12 nAts penny Round 25 penny keiko,,,,,,,,,40,0,0
paTiTek TL,,3 Round 7 PatMen something Round 14 something PatMen Round 20 PatMen something,1 Round 25 d4v41 something Jinggg,,,2 Round 7 something Round 16 Jinggg,,,,,44,3,1
nAts TL,,1 Round 6 PatMen f0rsakeN,,,,,,,,,37,1,0
penny TL,,2 Round 16 d4v41 f0rsakeN Round 21 f0rsakeN Jinggg,2 Round 14 Jinggg f0rsakeN d4v41 Round 22 something f0rsakeN d4v41,,,,,,,,45,1,1
keiko TL,,2 Round 10 f0rsakeN d4v41 Round 18 Jinggg f0rsakeN,,1 Round 13 PatMen f0rsakeN something d4v41,,,,,,,43,0,0
kamo TL,,2 Round 3 f0rsakeN PatMen Round 16 PatMen something,,2 Round 17 Jinggg something f0rsakeN PatMen Round 24 something f0rsakeN PatMen Jinggg,1 Round 19 Jinggg something f0rsakeN d4v41 PatMen,,,,,,51,0,1
