Map,Round Number,Score,Winning Team,Winning Side,Win Method
4Bind,1,"""0-1""",TE,Defenders,Elimination
4Bind,2,"""0-2""",TE,Defenders,Defuse
4Bind,3,"""1-2""",FPX,Attackers,Spike Detonation
4Bind,4,"""2-2""",FPX,Attackers,Elimination
4Bind,5,"""3-2""",FPX,Attackers,Elimination
4Bind,6,"""4-2""",FPX,Attackers,Elimination
4Bind,7,"""4-3""",TE,Defenders,Defuse
4Bind,8,"""4-4""",TE,Defenders,Defuse
4Bind,9,"""4-5""",TE,Defenders,Elimination
4Bind,10,"""5-5""",FPX,Attackers,Elimination
4Bind,11,"""6-5""",FPX,Attackers,Elimination
4Bind,12,"""6-6""",TE,Defenders,Elimination
4Bind,13,"""7-6""",TE,Defenders,Defuse
4Bind,14,"""8-6""",TE,Defenders,Elimination
4Bind,15,"""8-7""",FPX,Attackers,Elimination
4Bind,16,"""8-8""",FPX,Attackers,Spike Detonation
4Bind,17,"""8-9""",FPX,Attackers,Elimination
4Bind,18,"""8-10""",FPX,Attackers,Elimination
4Bind,19,"""8-11""",FPX,Attackers,Elimination
4Bind,20,"""8-12""",FPX,Attackers,Elimination
4Bind,21,"""9-12""",TE,Defenders,Defuse
4Bind,22,"""9-13""",FPX,Attackers,Elimination
4Bind,23,"""""",,,
4Bind,24,"""""",,,
