Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Bind,1,"""1-0""",XLG,Defenders,Defuse
2Bind,2,"""2-0""",XLG,Defenders,Defuse
2Bind,3,"""3-0""",XLG,Defenders,Time Expired
2Bind,4,"""4-0""",XLG,Defenders,Elimination
2Bind,5,"""4-1""",DRG,Attackers,Spike Detonation
2Bind,6,"""5-1""",XLG,Defenders,Defuse
2Bind,7,"""6-1""",XLG,Defenders,Defuse
2Bind,8,"""7-1""",XLG,Defenders,Defuse
2Bind,9,"""8-1""",XLG,Defenders,Defuse
2Bind,10,"""8-2""",DRG,Attackers,Elimination
2Bind,11,"""8-3""",DRG,Attackers,Elimination
2Bind,12,"""9-3""",XLG,Defenders,Defuse
2Bind,13,"""10-3""",DRG,Attackers,Elimination
2Bind,14,"""10-4""",XLG,Defenders,Defuse
2Bind,15,"""10-5""",XLG,Defenders,Defuse
2Bind,16,"""11-5""",DRG,Attackers,Elimination
2Bind,17,"""12-5""",DRG,Attackers,Spike Detonation
2Bind,18,"""13-5""",DRG,Attackers,Elimination
2Bind,19,"""""",,,
2Bind,20,"""""",,,
2Bind,21,"""""",,,
2Bind,22,"""""",,,
2Bind,23,"""""",,,
2Bind,24,"""""",,,
