Map,Round Number,Score,Winning Team,Winning Side,Win Method
3Pearl,1,"""0-1""",XLG,Attackers,Elimination
3Pearl,2,"""0-2""",XLG,Attackers,Spike Detonation
3Pearl,3,"""1-2""",TE,Defenders,Defuse
3Pearl,4,"""2-2""",TE,Defenders,Defuse
3Pearl,5,"""3-2""",TE,Defenders,Elimination
3Pearl,6,"""3-3""",XLG,Attackers,Spike Detonation
3Pearl,7,"""3-4""",XLG,Attackers,Elimination
3Pearl,8,"""3-5""",XLG,Attackers,Spike Detonation
3Pearl,9,"""3-6""",XLG,Attackers,Elimination
3Pearl,10,"""3-7""",XLG,Attackers,Elimination
3Pearl,11,"""3-8""",XLG,Attackers,Spike Detonation
3Pearl,12,"""4-8""",TE,Defenders,Defuse
3Pearl,13,"""5-8""",XLG,Attackers,Elimination
3Pearl,14,"""6-8""",XLG,Attackers,Elimination
3Pearl,15,"""6-9""",TE,Defenders,Elimination
3Pearl,16,"""7-9""",XLG,Attackers,Spike Detonation
3Pearl,17,"""8-9""",XLG,Attackers,Spike Detonation
3Pearl,18,"""9-9""",XLG,Attackers,Spike Detonation
3Pearl,19,"""9-10""",TE,Defenders,Elimination
3Pearl,20,"""10-10""",XLG,Attackers,Spike Detonation
3Pearl,21,"""10-11""",TE,Defenders,Defuse
3Pearl,22,"""10-12""",TE,Defenders,Defuse
3Pearl,23,"""11-12""",XLG,Attackers,Elimination
3Pearl,24,"""11-13""",TE,Defenders,Elimination
