,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,2 Round 10 Boaster Alfajer Round 14 Boaster kaajak,1 Round 20 crashies Alfajer kaajak,,,,,,,,50,0,0
RieNs TH,,6 Round 1 Alfajer Chronicle Round 4 crashies Boaster Round 5 Alfajer Chronicle Round 10 crashies Alfajer Round 14 crashies Alfajer Round 18 crashies Chronicle,,,,,1 Round 14 crashies Alfajer,,,,56,1,1
MiniBoo TH,,2 Round 12 Alfajer Boaster Round 19 crashies kaajak,,,,,,,,,43,0,0
Wo0t TH,,3 Round 1 Boaster crashies Round 4 Alfajer kaajak Round 12 crashies kaajak,,,,1 Round 1 crashies,1 Round 4 kaajak Alfajer,,,,42,8,0
benjyfishy TH,,2 Round 10 Chronicle kaajak Round 15 kaajak Alfajer,1 Round 6 kaajak Chronicle Alfajer,,,,,,,,52,2,1
crashies FNC,,5 Round 1 benjyfishy RieNs Round 5 RieNs Wo0t Round 7 benjyfishy RieNs Round 15 benjyfishy Boo crashies Round 16 MiniBoo Wo0t,,,,,,,,,67,0,2
Boaster FNC,,6 Round 6 Wo0t benjyfishy Round 8 benjyfishy MiniBoo Round 11 MiniBoo RieNs Round 13 Wo0t MiniBoo Round 18 benjyfishy RieNs Round 20 Wo0t RieNs,,,,1 Round 6 benjyfishy,,,,,61,0,1
Chronicle FNC,,3 Round 11 Wo0t benjyfishy Round 20 benjyfishy Boo Round 21 Wo0t Boo,,,,,,,,,47,6,1
kaajak FNC,,5 Round 3 Wo0t benjyfishy Round 5 MiniBoo Boo Round 7 MiniBoo Wo0t Round 17 MiniBoo Wo0t Round 21 benjyfishy MiniBoo,,,,,,,,,62,0,0
Alfajer FNC,,6 Round 6 MiniBoo Boo Round 9 Wo0t benjyfishy Round 13 Boo benjyfishy Round 14 Wo0t Boo Round 16 benjyfishy Boo Round 19 RieNs MiniBoo,,,,,,,,,68,2,2
