,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,1 Round 4 kaajak crashies,1 Round 16 kaajak crashies Chronicle,,,,,,,,54,3,0
RieNs TH,,3 Round 2 kaajak Boaster Round 13 kaajak Alfajer Round 17 Alfajer kaajak,1 Round 4 Boaster Alfajer Chronicle,,,,1 Round 4 Alfajer Chronicle,,,,61,1,0
MiniBoo TH,,2 Round 1 Alfajer kaajak Round 11 Boaster Alfajer,1 Round 15 Chronicle Alfajer kaajak,,,,,,,,39,0,0
Wo0t TH,,2 Round 2 Chronicle Alfajer Round 17 Boaster crashies,,,,,,,,,40,0,0
benjyfishy TH,,3 Round 3 Chronicle Alfajer Round 7 Chronicle Boaster Round 10 crashies Alfajer,,,,,,,,,41,1,0
crashies FNC,,2 Round 1 benjyfishy MiniBoo Round 19 Boo RieNs,,,,1 Round 15 MiniBoo,,,,,39,1,0
Boaster FNC,,3 Round 8 MiniBoo Boo Round 9 Wo0t Boo Round 16 benjyfishy Boo,1 Round 12 MiniBoo RieNs Wo0t,,,1 Round 16 Boo,,,,,59,1,0
Chronicle FNC,,3 Round 2 MiniBoo benjyfishy Round 10 MiniBoo Wo0t Round 15 RieNs Boo,,,,,,,,,67,4,2
kaajak FNC,,4 Round 1 RieNs Wo0t Round 5 MiniBoo benjyfishy Round 14 Boo benjyfishy Round 16 RieNs MiniBoo,1 Round 11 Boo Wo0t benjyfishy,,,,,,,,78,0,0
Alfajer FNC,,5 Round 3 Wo0t RieNs Round 4 MiniBoo Boo Round 9 MiniBoo RieNs Round 13 Wo0t benjyfishy Round 19 MiniBoo benjyfishy,2 Round 7 Wo0t Boo benjyfishy Round 18 Wo0t Boo RieNs,,,,,,,,59,0,0
